"","number","monthYear","stateBirths","states","div"
"5450","11","1-1969",3764,"Georgia","3"
"5451","11","1-1970",3988,"Georgia","3"
"5452","11","1-1971",4135,"Georgia","3"
"5453","11","1-1972",3825,"Georgia","3"
"5454","11","1-1973",3768,"Georgia","3"
"5455","11","1-1974",3652,"Georgia","3"
"5456","11","1-1975",3485,"Georgia","3"
"5457","11","1-1976",3396,"Georgia","3"
"5458","11","1-1977",3564,"Georgia","3"
"5459","11","1-1978",3532,"Georgia","3"
"5460","11","1-1979",3805,"Georgia","3"
"5461","11","1-1980",4077,"Georgia","3"
"5462","11","1-1981",3908,"Georgia","3"
"5463","11","1-1982",3687,"Georgia","3"
"5464","11","1-1983",3829,"Georgia","3"
"5465","11","1-1984",3807,"Georgia","3"
"5466","11","1-1985",7963,"Georgia","3"
"5467","11","1-1986",8216,"Georgia","3"
"5468","11","1-1987",8298,"Georgia","3"
"5469","11","1-1988",8562,"Georgia","3"
"5470","11","1-1989",8912,"Georgia","3"
"5471","11","1-1990",9323,"Georgia","3"
"5472","11","1-1991",9215,"Georgia","3"
"5473","11","1-1992",9207,"Georgia","3"
"5474","11","1-1993",9209,"Georgia","3"
"5475","11","1-1994",9171,"Georgia","3"
"5476","11","1-1995",9363,"Georgia","3"
"5477","11","1-1996",9261,"Georgia","3"
"5478","11","1-1997",9796,"Georgia","3"
"5479","11","1-1998",10000,"Georgia","3"
"5480","11","1-1999",10298,"Georgia","3"
"5481","11","1-2000",10767,"Georgia","3"
"5482","11","1-2001",11194,"Georgia","3"
"5483","11","1-2002",11130,"Georgia","3"
"5484","11","1-2003",629,"Georgia","3"
"5485","11","1-2004",639,"Georgia","3"
"5486","11","1-2005",686,"Georgia","3"
"5487","11","1-2006",701,"Georgia","3"
"5488","11","1-2007",747,"Georgia","3"
"5489","11","1-2008",783,"Georgia","3"
"5490","11","1-2009",756,"Georgia","3"
"5491","11","1-2010",776,"Georgia","3"
"5492","11","1-2011",798,"Georgia","3"
"5493","11","1-2012",757,"Georgia","3"
"5494","11","1-2013",779,"Georgia","3"
"5495","11","1-2014",782,"Georgia","3"
"5496","11","1-2015",813,"Georgia","3"
"5497","11","10-1968",3762,"Georgia","3"
"5498","11","10-1969",3914,"Georgia","3"
"5499","11","10-1970",4330,"Georgia","3"
"5500","11","10-1971",4153,"Georgia","3"
"5501","11","10-1972",3653,"Georgia","3"
"5502","11","10-1973",3537,"Georgia","3"
"5503","11","10-1974",3681,"Georgia","3"
"5504","11","10-1975",3357,"Georgia","3"
"5505","11","10-1976",3678,"Georgia","3"
"5506","11","10-1977",3752,"Georgia","3"
"5507","11","10-1978",3696,"Georgia","3"
"5508","11","10-1979",3895,"Georgia","3"
"5509","11","10-1980",3975,"Georgia","3"
"5510","11","10-1981",3958,"Georgia","3"
"5511","11","10-1982",3918,"Georgia","3"
"5512","11","10-1983",3912,"Georgia","3"
"5513","11","10-1984",4145,"Georgia","3"
"5514","11","10-1985",8395,"Georgia","3"
"5515","11","10-1986",8584,"Georgia","3"
"5516","11","10-1987",8826,"Georgia","3"
"5517","11","10-1988",9099,"Georgia","3"
"5518","11","10-1989",9571,"Georgia","3"
"5519","11","10-1990",9780,"Georgia","3"
"5520","11","10-1991",9287,"Georgia","3"
"5521","11","10-1992",9537,"Georgia","3"
"5522","11","10-1993",9157,"Georgia","3"
"5523","11","10-1994",9336,"Georgia","3"
"5524","11","10-1995",9596,"Georgia","3"
"5525","11","10-1996",9980,"Georgia","3"
"5526","11","10-1997",9956,"Georgia","3"
"5527","11","10-1998",10607,"Georgia","3"
"5528","11","10-1999",10759,"Georgia","3"
"5529","11","10-2000",11316,"Georgia","3"
"5530","11","10-2001",11413,"Georgia","3"
"5531","11","10-2002",11448,"Georgia","3"
"5532","11","10-2003",650,"Georgia","3"
"5533","11","10-2004",680,"Georgia","3"
"5534","11","10-2005",651,"Georgia","3"
"5535","11","10-2006",781,"Georgia","3"
"5536","11","10-2007",723,"Georgia","3"
"5537","11","10-2008",757,"Georgia","3"
"5538","11","10-2009",753,"Georgia","3"
"5539","11","10-2010",763,"Georgia","3"
"5540","11","10-2011",732,"Georgia","3"
"5541","11","10-2012",760,"Georgia","3"
"5542","11","10-2013",807,"Georgia","3"
"5543","11","10-2014",826,"Georgia","3"
"5544","11","10-2015",815,"Georgia","3"
"5545","11","11-1968",3751,"Georgia","3"
"5546","11","11-1969",3864,"Georgia","3"
"5547","11","11-1970",4209,"Georgia","3"
"5548","11","11-1971",3847,"Georgia","3"
"5549","11","11-1972",3567,"Georgia","3"
"5550","11","11-1973",3504,"Georgia","3"
"5551","11","11-1974",3417,"Georgia","3"
"5552","11","11-1975",3248,"Georgia","3"
"5553","11","11-1976",3565,"Georgia","3"
"5554","11","11-1977",3506,"Georgia","3"
"5555","11","11-1978",3543,"Georgia","3"
"5556","11","11-1979",3703,"Georgia","3"
"5557","11","11-1980",3800,"Georgia","3"
"5558","11","11-1981",3675,"Georgia","3"
"5559","11","11-1982",3753,"Georgia","3"
"5560","11","11-1983",3676,"Georgia","3"
"5561","11","11-1984",3932,"Georgia","3"
"5562","11","11-1985",7895,"Georgia","3"
"5563","11","11-1986",7949,"Georgia","3"
"5564","11","11-1987",8476,"Georgia","3"
"5565","11","11-1988",8588,"Georgia","3"
"5566","11","11-1989",8924,"Georgia","3"
"5567","11","11-1990",9069,"Georgia","3"
"5568","11","11-1991",8757,"Georgia","3"
"5569","11","11-1992",9120,"Georgia","3"
"5570","11","11-1993",8929,"Georgia","3"
"5571","11","11-1994",9138,"Georgia","3"
"5572","11","11-1995",9116,"Georgia","3"
"5573","11","11-1996",9446,"Georgia","3"
"5574","11","11-1997",9763,"Georgia","3"
"5575","11","11-1998",9985,"Georgia","3"
"5576","11","11-1999",10299,"Georgia","3"
"5577","11","11-2000",10983,"Georgia","3"
"5578","11","11-2001",10707,"Georgia","3"
"5579","11","11-2002",10495,"Georgia","3"
"5580","11","11-2003",611,"Georgia","3"
"5581","11","11-2004",687,"Georgia","3"
"5582","11","11-2005",649,"Georgia","3"
"5583","11","11-2006",705,"Georgia","3"
"5584","11","11-2007",739,"Georgia","3"
"5585","11","11-2008",693,"Georgia","3"
"5586","11","11-2009",750,"Georgia","3"
"5587","11","11-2010",772,"Georgia","3"
"5588","11","11-2011",807,"Georgia","3"
"5589","11","11-2012",818,"Georgia","3"
"5590","11","11-2013",763,"Georgia","3"
"5591","11","11-2014",751,"Georgia","3"
"5592","11","11-2015",813,"Georgia","3"
"5593","11","12-1968",3870,"Georgia","3"
"5594","11","12-1969",4080,"Georgia","3"
"5595","11","12-1970",4393,"Georgia","3"
"5596","11","12-1971",3907,"Georgia","3"
"5597","11","12-1972",3726,"Georgia","3"
"5598","11","12-1973",3643,"Georgia","3"
"5599","11","12-1974",3494,"Georgia","3"
"5600","11","12-1975",3491,"Georgia","3"
"5601","11","12-1976",3518,"Georgia","3"
"5602","11","12-1977",3581,"Georgia","3"
"5603","11","12-1978",3712,"Georgia","3"
"5604","11","12-1979",3896,"Georgia","3"
"5605","11","12-1980",3944,"Georgia","3"
"5606","11","12-1981",3955,"Georgia","3"
"5607","11","12-1982",3906,"Georgia","3"
"5608","11","12-1983",3895,"Georgia","3"
"5609","11","12-1984",3965,"Georgia","3"
"5610","11","12-1985",8315,"Georgia","3"
"5611","11","12-1986",8496,"Georgia","3"
"5612","11","12-1987",8987,"Georgia","3"
"5613","11","12-1988",9081,"Georgia","3"
"5614","11","12-1989",9503,"Georgia","3"
"5615","11","12-1990",9314,"Georgia","3"
"5616","11","12-1991",9483,"Georgia","3"
"5617","11","12-1992",9619,"Georgia","3"
"5618","11","12-1993",9680,"Georgia","3"
"5619","11","12-1994",9454,"Georgia","3"
"5620","11","12-1995",9348,"Georgia","3"
"5621","11","12-1996",9823,"Georgia","3"
"5622","11","12-1997",10382,"Georgia","3"
"5623","11","12-1998",10828,"Georgia","3"
"5624","11","12-1999",11329,"Georgia","3"
"5625","11","12-2000",11319,"Georgia","3"
"5626","11","12-2001",11046,"Georgia","3"
"5627","11","12-2002",11140,"Georgia","3"
"5628","11","12-2003",648,"Georgia","3"
"5629","11","12-2004",700,"Georgia","3"
"5630","11","12-2005",696,"Georgia","3"
"5631","11","12-2006",729,"Georgia","3"
"5632","11","12-2007",762,"Georgia","3"
"5633","11","12-2008",793,"Georgia","3"
"5634","11","12-2009",765,"Georgia","3"
"5635","11","12-2010",816,"Georgia","3"
"5636","11","12-2011",783,"Georgia","3"
"5637","11","12-2012",837,"Georgia","3"
"5638","11","12-2013",752,"Georgia","3"
"5639","11","12-2014",830,"Georgia","3"
"5640","11","12-2015",844,"Georgia","3"
"5641","11","2-1968",3347,"Georgia","3"
"5642","11","2-1969",3328,"Georgia","3"
"5643","11","2-1970",3678,"Georgia","3"
"5644","11","2-1971",3689,"Georgia","3"
"5645","11","2-1972",3580,"Georgia","3"
"5646","11","2-1973",3320,"Georgia","3"
"5647","11","2-1974",3201,"Georgia","3"
"5648","11","2-1975",3137,"Georgia","3"
"5649","11","2-1976",3049,"Georgia","3"
"5650","11","2-1977",3302,"Georgia","3"
"5651","11","2-1978",3253,"Georgia","3"
"5652","11","2-1979",3372,"Georgia","3"
"5653","11","2-1980",3630,"Georgia","3"
"5654","11","2-1981",3475,"Georgia","3"
"5655","11","2-1982",3474,"Georgia","3"
"5656","11","2-1983",3519,"Georgia","3"
"5657","11","2-1984",3581,"Georgia","3"
"5658","11","2-1985",7251,"Georgia","3"
"5659","11","2-1986",7364,"Georgia","3"
"5660","11","2-1987",7703,"Georgia","3"
"5661","11","2-1988",8136,"Georgia","3"
"5662","11","2-1989",8316,"Georgia","3"
"5663","11","2-1990",8553,"Georgia","3"
"5664","11","2-1991",8309,"Georgia","3"
"5665","11","2-1992",8502,"Georgia","3"
"5666","11","2-1993",8509,"Georgia","3"
"5667","11","2-1994",8592,"Georgia","3"
"5668","11","2-1995",8637,"Georgia","3"
"5669","11","2-1996",8987,"Georgia","3"
"5670","11","2-1997",8981,"Georgia","3"
"5671","11","2-1998",9109,"Georgia","3"
"5672","11","2-1999",9452,"Georgia","3"
"5673","11","2-2000",10441,"Georgia","3"
"5674","11","2-2001",10124,"Georgia","3"
"5675","11","2-2002",10182,"Georgia","3"
"5676","11","2-2003",573,"Georgia","3"
"5677","11","2-2004",613,"Georgia","3"
"5678","11","2-2005",624,"Georgia","3"
"5679","11","2-2006",641,"Georgia","3"
"5680","11","2-2007",706,"Georgia","3"
"5681","11","2-2008",739,"Georgia","3"
"5682","11","2-2009",744,"Georgia","3"
"5683","11","2-2010",711,"Georgia","3"
"5684","11","2-2011",681,"Georgia","3"
"5685","11","2-2012",693,"Georgia","3"
"5686","11","2-2013",688,"Georgia","3"
"5687","11","2-2014",724,"Georgia","3"
"5688","11","2-2015",708,"Georgia","3"
"5689","11","3-1968",3486,"Georgia","3"
"5690","11","3-1969",3654,"Georgia","3"
"5691","11","3-1970",3775,"Georgia","3"
"5692","11","3-1971",3942,"Georgia","3"
"5693","11","3-1972",3651,"Georgia","3"
"5694","11","3-1973",3728,"Georgia","3"
"5695","11","3-1974",3350,"Georgia","3"
"5696","11","3-1975",3349,"Georgia","3"
"5697","11","3-1976",3213,"Georgia","3"
"5698","11","3-1977",3609,"Georgia","3"
"5699","11","3-1978",3400,"Georgia","3"
"5700","11","3-1979",3595,"Georgia","3"
"5701","11","3-1980",3885,"Georgia","3"
"5702","11","3-1981",3785,"Georgia","3"
"5703","11","3-1982",3638,"Georgia","3"
"5704","11","3-1983",3807,"Georgia","3"
"5705","11","3-1984",3793,"Georgia","3"
"5706","11","3-1985",7778,"Georgia","3"
"5707","11","3-1986",7670,"Georgia","3"
"5708","11","3-1987",8310,"Georgia","3"
"5709","11","3-1988",8368,"Georgia","3"
"5710","11","3-1989",9186,"Georgia","3"
"5711","11","3-1990",9434,"Georgia","3"
"5712","11","3-1991",9197,"Georgia","3"
"5713","11","3-1992",9101,"Georgia","3"
"5714","11","3-1993",9426,"Georgia","3"
"5715","11","3-1994",9548,"Georgia","3"
"5716","11","3-1995",9288,"Georgia","3"
"5717","11","3-1996",9198,"Georgia","3"
"5718","11","3-1997",9712,"Georgia","3"
"5719","11","3-1998",10002,"Georgia","3"
"5720","11","3-1999",10512,"Georgia","3"
"5721","11","3-2000",11237,"Georgia","3"
"5722","11","3-2001",11311,"Georgia","3"
"5723","11","3-2002",11089,"Georgia","3"
"5724","11","3-2003",609,"Georgia","3"
"5725","11","3-2004",684,"Georgia","3"
"5726","11","3-2005",657,"Georgia","3"
"5727","11","3-2006",713,"Georgia","3"
"5728","11","3-2007",755,"Georgia","3"
"5729","11","3-2008",795,"Georgia","3"
"5730","11","3-2009",722,"Georgia","3"
"5731","11","3-2010",772,"Georgia","3"
"5732","11","3-2011",760,"Georgia","3"
"5733","11","3-2012",789,"Georgia","3"
"5734","11","3-2013",784,"Georgia","3"
"5735","11","3-2014",720,"Georgia","3"
"5736","11","3-2015",804,"Georgia","3"
"5737","11","4-1968",3291,"Georgia","3"
"5738","11","4-1969",3447,"Georgia","3"
"5739","11","4-1970",3423,"Georgia","3"
"5740","11","4-1971",3723,"Georgia","3"
"5741","11","4-1972",3306,"Georgia","3"
"5742","11","4-1973",3265,"Georgia","3"
"5743","11","4-1974",3185,"Georgia","3"
"5744","11","4-1975",3236,"Georgia","3"
"5745","11","4-1976",2966,"Georgia","3"
"5746","11","4-1977",3274,"Georgia","3"
"5747","11","4-1978",3188,"Georgia","3"
"5748","11","4-1979",3206,"Georgia","3"
"5749","11","4-1980",3617,"Georgia","3"
"5750","11","4-1981",3384,"Georgia","3"
"5751","11","4-1982",3442,"Georgia","3"
"5752","11","4-1983",3613,"Georgia","3"
"5753","11","4-1984",3464,"Georgia","3"
"5754","11","4-1985",7438,"Georgia","3"
"5755","11","4-1986",7780,"Georgia","3"
"5756","11","4-1987",7919,"Georgia","3"
"5757","11","4-1988",8128,"Georgia","3"
"5758","11","4-1989",8517,"Georgia","3"
"5759","11","4-1990",8925,"Georgia","3"
"5760","11","4-1991",8937,"Georgia","3"
"5761","11","4-1992",8932,"Georgia","3"
"5762","11","4-1993",8598,"Georgia","3"
"5763","11","4-1994",8553,"Georgia","3"
"5764","11","4-1995",8798,"Georgia","3"
"5765","11","4-1996",8696,"Georgia","3"
"5766","11","4-1997",9341,"Georgia","3"
"5767","11","4-1998",9568,"Georgia","3"
"5768","11","4-1999",9849,"Georgia","3"
"5769","11","4-2000",10360,"Georgia","3"
"5770","11","4-2001",10472,"Georgia","3"
"5771","11","4-2002",10547,"Georgia","3"
"5772","11","4-2003",590,"Georgia","3"
"5773","11","4-2004",602,"Georgia","3"
"5774","11","4-2005",614,"Georgia","3"
"5775","11","4-2006",660,"Georgia","3"
"5776","11","4-2007",644,"Georgia","3"
"5777","11","4-2008",809,"Georgia","3"
"5778","11","4-2009",721,"Georgia","3"
"5779","11","4-2010",761,"Georgia","3"
"5780","11","4-2011",736,"Georgia","3"
"5781","11","4-2012",721,"Georgia","3"
"5782","11","4-2013",746,"Georgia","3"
"5783","11","4-2014",742,"Georgia","3"
"5784","11","4-2015",770,"Georgia","3"
"5785","11","5-1968",3442,"Georgia","3"
"5786","11","5-1969",3443,"Georgia","3"
"5787","11","5-1970",3714,"Georgia","3"
"5788","11","5-1971",3495,"Georgia","3"
"5789","11","5-1972",3432,"Georgia","3"
"5790","11","5-1973",3293,"Georgia","3"
"5791","11","5-1974",3295,"Georgia","3"
"5792","11","5-1975",3257,"Georgia","3"
"5793","11","5-1976",3068,"Georgia","3"
"5794","11","5-1977",3457,"Georgia","3"
"5795","11","5-1978",3402,"Georgia","3"
"5796","11","5-1979",3539,"Georgia","3"
"5797","11","5-1980",3642,"Georgia","3"
"5798","11","5-1981",3505,"Georgia","3"
"5799","11","5-1982",3644,"Georgia","3"
"5800","11","5-1983",3657,"Georgia","3"
"5801","11","5-1984",3654,"Georgia","3"
"5802","11","5-1985",7672,"Georgia","3"
"5803","11","5-1986",7858,"Georgia","3"
"5804","11","5-1987",8287,"Georgia","3"
"5805","11","5-1988",8426,"Georgia","3"
"5806","11","5-1989",8782,"Georgia","3"
"5807","11","5-1990",9454,"Georgia","3"
"5808","11","5-1991",9166,"Georgia","3"
"5809","11","5-1992",9013,"Georgia","3"
"5810","11","5-1993",8982,"Georgia","3"
"5811","11","5-1994",8858,"Georgia","3"
"5812","11","5-1995",9315,"Georgia","3"
"5813","11","5-1996",9315,"Georgia","3"
"5814","11","5-1997",9730,"Georgia","3"
"5815","11","5-1998",10137,"Georgia","3"
"5816","11","5-1999",10324,"Georgia","3"
"5817","11","5-2000",10629,"Georgia","3"
"5818","11","5-2001",11551,"Georgia","3"
"5819","11","5-2002",11040,"Georgia","3"
"5820","11","5-2003",622,"Georgia","3"
"5821","11","5-2004",648,"Georgia","3"
"5822","11","5-2005",626,"Georgia","3"
"5823","11","5-2006",681,"Georgia","3"
"5824","11","5-2007",766,"Georgia","3"
"5825","11","5-2008",737,"Georgia","3"
"5826","11","5-2009",778,"Georgia","3"
"5827","11","5-2010",718,"Georgia","3"
"5828","11","5-2011",736,"Georgia","3"
"5829","11","5-2012",764,"Georgia","3"
"5830","11","5-2013",793,"Georgia","3"
"5831","11","5-2014",764,"Georgia","3"
"5832","11","5-2015",816,"Georgia","3"
"5833","11","6-1968",3473,"Georgia","3"
"5834","11","6-1969",3559,"Georgia","3"
"5835","11","6-1970",3763,"Georgia","3"
"5836","11","6-1971",3581,"Georgia","3"
"5837","11","6-1972",3405,"Georgia","3"
"5838","11","6-1973",3361,"Georgia","3"
"5839","11","6-1974",3241,"Georgia","3"
"5840","11","6-1975",3194,"Georgia","3"
"5841","11","6-1976",3167,"Georgia","3"
"5842","11","6-1977",3409,"Georgia","3"
"5843","11","6-1978",3421,"Georgia","3"
"5844","11","6-1979",3449,"Georgia","3"
"5845","11","6-1980",3716,"Georgia","3"
"5846","11","6-1981",3627,"Georgia","3"
"5847","11","6-1982",3903,"Georgia","3"
"5848","11","6-1983",3796,"Georgia","3"
"5849","11","6-1984",3749,"Georgia","3"
"5850","11","6-1985",7763,"Georgia","3"
"5851","11","6-1986",7792,"Georgia","3"
"5852","11","6-1987",8409,"Georgia","3"
"5853","11","6-1988",8719,"Georgia","3"
"5854","11","6-1989",8878,"Georgia","3"
"5855","11","6-1990",9001,"Georgia","3"
"5856","11","6-1991",8602,"Georgia","3"
"5857","11","6-1992",9117,"Georgia","3"
"5858","11","6-1993",8922,"Georgia","3"
"5859","11","6-1994",8972,"Georgia","3"
"5860","11","6-1995",9156,"Georgia","3"
"5861","11","6-1996",8983,"Georgia","3"
"5862","11","6-1997",9488,"Georgia","3"
"5863","11","6-1998",9955,"Georgia","3"
"5864","11","6-1999",10334,"Georgia","3"
"5865","11","6-2000",10950,"Georgia","3"
"5866","11","6-2001",10769,"Georgia","3"
"5867","11","6-2002",10765,"Georgia","3"
"5868","11","6-2003",682,"Georgia","3"
"5869","11","6-2004",682,"Georgia","3"
"5870","11","6-2005",642,"Georgia","3"
"5871","11","6-2006",679,"Georgia","3"
"5872","11","6-2007",769,"Georgia","3"
"5873","11","6-2008",701,"Georgia","3"
"5874","11","6-2009",712,"Georgia","3"
"5875","11","6-2010",765,"Georgia","3"
"5876","11","6-2011",822,"Georgia","3"
"5877","11","6-2012",744,"Georgia","3"
"5878","11","6-2013",724,"Georgia","3"
"5879","11","6-2014",828,"Georgia","3"
"5880","11","6-2015",788,"Georgia","3"
"5881","11","7-1968",3902,"Georgia","3"
"5882","11","7-1969",4056,"Georgia","3"
"5883","11","7-1970",4338,"Georgia","3"
"5884","11","7-1971",3944,"Georgia","3"
"5885","11","7-1972",3783,"Georgia","3"
"5886","11","7-1973",3704,"Georgia","3"
"5887","11","7-1974",3714,"Georgia","3"
"5888","11","7-1975",3633,"Georgia","3"
"5889","11","7-1976",3398,"Georgia","3"
"5890","11","7-1977",3827,"Georgia","3"
"5891","11","7-1978",3796,"Georgia","3"
"5892","11","7-1979",4009,"Georgia","3"
"5893","11","7-1980",4277,"Georgia","3"
"5894","11","7-1981",4128,"Georgia","3"
"5895","11","7-1982",4187,"Georgia","3"
"5896","11","7-1983",3922,"Georgia","3"
"5897","11","7-1984",4134,"Georgia","3"
"5898","11","7-1985",8268,"Georgia","3"
"5899","11","7-1986",8732,"Georgia","3"
"5900","11","7-1987",8979,"Georgia","3"
"5901","11","7-1988",9387,"Georgia","3"
"5902","11","7-1989",9825,"Georgia","3"
"5903","11","7-1990",9757,"Georgia","3"
"5904","11","7-1991",9683,"Georgia","3"
"5905","11","7-1992",9860,"Georgia","3"
"5906","11","7-1993",9641,"Georgia","3"
"5907","11","7-1994",9666,"Georgia","3"
"5908","11","7-1995",9652,"Georgia","3"
"5909","11","7-1996",9926,"Georgia","3"
"5910","11","7-1997",10345,"Georgia","3"
"5911","11","7-1998",10680,"Georgia","3"
"5912","11","7-1999",11128,"Georgia","3"
"5913","11","7-2000",11449,"Georgia","3"
"5914","11","7-2001",11546,"Georgia","3"
"5915","11","7-2002",11844,"Georgia","3"
"5916","11","7-2003",668,"Georgia","3"
"5917","11","7-2004",694,"Georgia","3"
"5918","11","7-2005",689,"Georgia","3"
"5919","11","7-2006",684,"Georgia","3"
"5920","11","7-2007",791,"Georgia","3"
"5921","11","7-2008",752,"Georgia","3"
"5922","11","7-2009",802,"Georgia","3"
"5923","11","7-2010",770,"Georgia","3"
"5924","11","7-2011",811,"Georgia","3"
"5925","11","7-2012",833,"Georgia","3"
"5926","11","7-2013",810,"Georgia","3"
"5927","11","7-2014",905,"Georgia","3"
"5928","11","7-2015",802,"Georgia","3"
"5929","11","8-1968",3981,"Georgia","3"
"5930","11","8-1969",4118,"Georgia","3"
"5931","11","8-1970",4399,"Georgia","3"
"5932","11","8-1971",4293,"Georgia","3"
"5933","11","8-1972",3923,"Georgia","3"
"5934","11","8-1973",3879,"Georgia","3"
"5935","11","8-1974",3863,"Georgia","3"
"5936","11","8-1975",3654,"Georgia","3"
"5937","11","8-1976",3715,"Georgia","3"
"5938","11","8-1977",3946,"Georgia","3"
"5939","11","8-1978",3932,"Georgia","3"
"5940","11","8-1979",4333,"Georgia","3"
"5941","11","8-1980",4266,"Georgia","3"
"5942","11","8-1981",4241,"Georgia","3"
"5943","11","8-1982",4212,"Georgia","3"
"5944","11","8-1983",4098,"Georgia","3"
"5945","11","8-1984",4415,"Georgia","3"
"5946","11","8-1985",8786,"Georgia","3"
"5947","11","8-1986",8775,"Georgia","3"
"5948","11","8-1987",9074,"Georgia","3"
"5949","11","8-1988",9879,"Georgia","3"
"5950","11","8-1989",10097,"Georgia","3"
"5951","11","8-1990",10312,"Georgia","3"
"5952","11","8-1991",10112,"Georgia","3"
"5953","11","8-1992",9585,"Georgia","3"
"5954","11","8-1993",9824,"Georgia","3"
"5955","11","8-1994",9912,"Georgia","3"
"5956","11","8-1995",10163,"Georgia","3"
"5957","11","8-1996",10293,"Georgia","3"
"5958","11","8-1997",10478,"Georgia","3"
"5959","11","8-1998",10772,"Georgia","3"
"5960","11","8-1999",11147,"Georgia","3"
"5961","11","8-2000",11781,"Georgia","3"
"5962","11","8-2001",11994,"Georgia","3"
"5963","11","8-2002",12011,"Georgia","3"
"5964","11","8-2003",672,"Georgia","3"
"5965","11","8-2004",639,"Georgia","3"
"5966","11","8-2005",726,"Georgia","3"
"5967","11","8-2006",784,"Georgia","3"
"5968","11","8-2007",764,"Georgia","3"
"5969","11","8-2008",816,"Georgia","3"
"5970","11","8-2009",783,"Georgia","3"
"5971","11","8-2010",758,"Georgia","3"
"5972","11","8-2011",802,"Georgia","3"
"5973","11","8-2012",842,"Georgia","3"
"5974","11","8-2013",848,"Georgia","3"
"5975","11","8-2014",883,"Georgia","3"
"5976","11","8-2015",837,"Georgia","3"
"5977","11","9-1968",3870,"Georgia","3"
"5978","11","9-1969",4037,"Georgia","3"
"5979","11","9-1970",4430,"Georgia","3"
"5980","11","9-1971",4207,"Georgia","3"
"5981","11","9-1972",3910,"Georgia","3"
"5982","11","9-1973",3781,"Georgia","3"
"5983","11","9-1974",3780,"Georgia","3"
"5984","11","9-1975",3567,"Georgia","3"
"5985","11","9-1976",3684,"Georgia","3"
"5986","11","9-1977",3846,"Georgia","3"
"5987","11","9-1978",3927,"Georgia","3"
"5988","11","9-1979",4032,"Georgia","3"
"5989","11","9-1980",4175,"Georgia","3"
"5990","11","9-1981",4138,"Georgia","3"
"5991","11","9-1982",4170,"Georgia","3"
"5992","11","9-1983",4087,"Georgia","3"
"5993","11","9-1984",4203,"Georgia","3"
"5994","11","9-1985",8816,"Georgia","3"
"5995","11","9-1986",8967,"Georgia","3"
"5996","11","9-1987",9239,"Georgia","3"
"5997","11","9-1988",9550,"Georgia","3"
"5998","11","9-1989",9761,"Georgia","3"
"5999","11","9-1990",9744,"Georgia","3"
"6000","11","9-1991",9540,"Georgia","3"
"6001","11","9-1992",9523,"Georgia","3"
"6002","11","9-1993",9745,"Georgia","3"
"6003","11","9-1994",9811,"Georgia","3"
"6004","11","9-1995",9850,"Georgia","3"
"6005","11","9-1996",10135,"Georgia","3"
"6006","11","9-1997",10249,"Georgia","3"
"6007","11","9-1998",10725,"Georgia","3"
"6008","11","9-1999",11286,"Georgia","3"
"6009","11","9-2000",11412,"Georgia","3"
"6010","11","9-2001",11399,"Georgia","3"
"6011","11","9-2002",11609,"Georgia","3"
"6012","11","9-2003",665,"Georgia","3"
"6013","11","9-2004",665,"Georgia","3"
"6014","11","9-2005",711,"Georgia","3"
"6015","11","9-2006",765,"Georgia","3"
"6016","11","9-2007",698,"Georgia","3"
"6017","11","9-2008",755,"Georgia","3"
"6018","11","9-2009",754,"Georgia","3"
"6019","11","9-2010",783,"Georgia","3"
"6020","11","9-2011",827,"Georgia","3"
"6021","11","9-2012",841,"Georgia","3"
"6022","11","9-2013",794,"Georgia","3"
"6023","11","9-2014",754,"Georgia","3"
"6024","11","9-2015",768,"Georgia","3"
"6025","12","1-1968",606,"Hawaii","9"
"6026","12","1-1969",592,"Hawaii","9"
"6027","12","1-1970",687,"Hawaii","9"
"6028","12","1-1971",660,"Hawaii","9"
"6029","12","1-1972",621,"Hawaii","9"
"6030","12","1-1973",619,"Hawaii","9"
"6031","12","1-1974",639,"Hawaii","9"
"6032","12","1-1975",613,"Hawaii","9"
"6033","12","1-1976",662,"Hawaii","9"
"6034","12","1-1977",685,"Hawaii","9"
"6035","12","1-1978",698,"Hawaii","9"
"6036","12","1-1979",1416,"Hawaii","9"
"6037","12","1-1980",1479,"Hawaii","9"
"6038","12","1-1981",1511,"Hawaii","9"
"6039","12","1-1982",1530,"Hawaii","9"
"6040","12","1-1983",1572,"Hawaii","9"
"6041","12","1-1984",1591,"Hawaii","9"
"6042","12","1-1985",1456,"Hawaii","9"
"6043","12","1-1986",1543,"Hawaii","9"
"6044","12","1-1987",1611,"Hawaii","9"
"6045","12","1-1988",1576,"Hawaii","9"
"6046","12","1-1989",1551,"Hawaii","9"
"6047","12","1-1990",1735,"Hawaii","9"
"6048","12","1-1991",1622,"Hawaii","9"
"6049","12","1-1992",1720,"Hawaii","9"
"6050","12","1-1993",1587,"Hawaii","9"
"6051","12","1-1994",1706,"Hawaii","9"
"6052","12","1-1995",1541,"Hawaii","9"
"6053","12","1-1996",1613,"Hawaii","9"
"6054","12","1-1997",1433,"Hawaii","9"
"6055","12","1-1998",1426,"Hawaii","9"
"6056","12","1-1999",1528,"Hawaii","9"
"6057","12","1-2000",1443,"Hawaii","9"
"6058","12","1-2001",1452,"Hawaii","9"
"6059","12","1-2002",1489,"Hawaii","9"
"6060","12","1-2003",17516,"Hawaii","9"
"6061","12","1-2004",17807,"Hawaii","9"
"6062","12","1-2005",18477,"Hawaii","9"
