"","Date","stateBirths","states"
"1","0001",5211,"Alabama"
"2","0002",4921,"Alabama"
"3","0003",5277,"Alabama"
"4","0004",4751,"Alabama"
"5","0005",5235,"Alabama"
"6","0006",5236,"Alabama"
"7","0007",5490,"Alabama"
"8","0008",5736,"Alabama"
"9","0009",5394,"Alabama"
"10","0010",5505,"Alabama"
"11","0011",5299,"Alabama"
"12","0012",5244,"Alabama"
"13","0101",5380,"Alabama"
"14","0102",4603,"Alabama"
"15","0103",5028,"Alabama"
"16","0104",4796,"Alabama"
"17","0105",5061,"Alabama"
"18","0106",4828,"Alabama"
"19","0107",5220,"Alabama"
"20","0108",5408,"Alabama"
"21","0109",5062,"Alabama"
"22","0110",5220,"Alabama"
"23","0111",4906,"Alabama"
"24","0112",4942,"Alabama"
"25","0201",5073,"Alabama"
"26","0202",4556,"Alabama"
"27","0203",4932,"Alabama"
"28","0204",4655,"Alabama"
"29","0205",4957,"Alabama"
"30","0206",4632,"Alabama"
"31","0207",5126,"Alabama"
"32","0208",5238,"Alabama"
"33","0209",4982,"Alabama"
"34","0210",5110,"Alabama"
"35","0211",4616,"Alabama"
"36","0212",5090,"Alabama"
"37","0301",4866,"Alabama"
"38","0302",4437,"Alabama"
"39","0303",4857,"Alabama"
"40","0304",4706,"Alabama"
"41","0305",4838,"Alabama"
"42","0306",4803,"Alabama"
"43","0307",5292,"Alabama"
"44","0308",5215,"Alabama"
"45","0309",5321,"Alabama"
"46","0310",5211,"Alabama"
"47","0311",4727,"Alabama"
"48","0312",5279,"Alabama"
"49","0401",4816,"Alabama"
"50","0402",4477,"Alabama"
"51","0403",4907,"Alabama"
"52","0404",4669,"Alabama"
"53","0405",4771,"Alabama"
"54","0406",4938,"Alabama"
"55","0407",5132,"Alabama"
"56","0408",5131,"Alabama"
"57","0409",5243,"Alabama"
"58","0410",5061,"Alabama"
"59","0411",5107,"Alabama"
"60","0412",5258,"Alabama"
"61","0501",4956,"Alabama"
"62","0502",4478,"Alabama"
"63","0503",4953,"Alabama"
"64","0504",4677,"Alabama"
"65","0505",4905,"Alabama"
"66","0506",5177,"Alabama"
"67","0507",5108,"Alabama"
"68","0508",5421,"Alabama"
"69","0509",5351,"Alabama"
"70","0510",5043,"Alabama"
"71","0511",5128,"Alabama"
"72","0512",5256,"Alabama"
"73","0601",5076,"Alabama"
"74","0602",4796,"Alabama"
"75","0603",5238,"Alabama"
"76","0604",4765,"Alabama"
"77","0605",5072,"Alabama"
"78","0606",5092,"Alabama"
"79","0607",5376,"Alabama"
"80","0608",5880,"Alabama"
"81","0609",5503,"Alabama"
"82","0610",5512,"Alabama"
"83","0611",5465,"Alabama"
"84","0612",5457,"Alabama"
"85","0701",5315,"Alabama"
"86","0702",4936,"Alabama"
"87","0703",5343,"Alabama"
"88","0704",5108,"Alabama"
"89","0705",5324,"Alabama"
"90","0706",5059,"Alabama"
"91","0707",5680,"Alabama"
"92","0708",5912,"Alabama"
"93","0709",5558,"Alabama"
"94","0710",5630,"Alabama"
"95","0711",5543,"Alabama"
"96","0712",5396,"Alabama"
"97","0801",5559,"Alabama"
"98","0802",5150,"Alabama"
"99","0803",5224,"Alabama"
"100","0804",5297,"Alabama"
"101","0805",5090,"Alabama"
"102","0806",5186,"Alabama"
"103","0807",5574,"Alabama"
"104","0808",5910,"Alabama"
"105","0809",5532,"Alabama"
"106","0810",5482,"Alabama"
"107","0811",4874,"Alabama"
"108","0812",5668,"Alabama"
"109","0901",5084,"Alabama"
"110","0902",4745,"Alabama"
"111","0903",5239,"Alabama"
"112","0904",5051,"Alabama"
"113","0905",4993,"Alabama"
"114","0906",5229,"Alabama"
"115","0907",5635,"Alabama"
"116","0908",5483,"Alabama"
"117","0909",5486,"Alabama"
"118","0910",5215,"Alabama"
"119","0911",4968,"Alabama"
"120","0912",5347,"Alabama"
"121","1001",4917,"Alabama"
"122","1002",4617,"Alabama"
"123","1003",5062,"Alabama"
"124","1004",4662,"Alabama"
"125","1005",4716,"Alabama"
"126","1006",4841,"Alabama"
"127","1007",5253,"Alabama"
"128","1008",5282,"Alabama"
"129","1009",5492,"Alabama"
"130","1010",5034,"Alabama"
"131","1011",5102,"Alabama"
"132","1012",5072,"Alabama"
"133","1101",4949,"Alabama"
"134","1102",4503,"Alabama"
"135","1103",4887,"Alabama"
"136","1104",4383,"Alabama"
"137","1105",4635,"Alabama"
"138","1106",5118,"Alabama"
"139","1107",5228,"Alabama"
"140","1108",5612,"Alabama"
"141","1109",5127,"Alabama"
"142","1110",4862,"Alabama"
"143","1111",4909,"Alabama"
"144","1112",5141,"Alabama"
"145","1201",4810,"Alabama"
"146","1202",4625,"Alabama"
"147","1203",4599,"Alabama"
"148","1204",4486,"Alabama"
"149","1205",4783,"Alabama"
"150","1206",4904,"Alabama"
"151","1207",5141,"Alabama"
"152","1208",5400,"Alabama"
"153","1209",4923,"Alabama"
"154","1210",5081,"Alabama"
"155","1211",4930,"Alabama"
"156","1212",4766,"Alabama"
"157","1301",4934,"Alabama"
"158","1302",4307,"Alabama"
"159","1303",4581,"Alabama"
"160","1304",4572,"Alabama"
"161","1305",4761,"Alabama"
"162","1306",4545,"Alabama"
"163","1307",5282,"Alabama"
"164","1308",5308,"Alabama"
"165","1309",4884,"Alabama"
"166","1310",4972,"Alabama"
"167","1311",4774,"Alabama"
"168","1312",5247,"Alabama"
"169","1401",4924,"Alabama"
"170","1402",4590,"Alabama"
"171","1403",4668,"Alabama"
"172","1404",4685,"Alabama"
"173","1405",4832,"Alabama"
"174","1406",4746,"Alabama"
"175","1407",5193,"Alabama"
"176","1408",5165,"Alabama"
"177","1409",5138,"Alabama"
"178","1410",5271,"Alabama"
"179","1411",4753,"Alabama"
"180","1412",5457,"Alabama"
"181","1501",4970,"Alabama"
"182","1502",4473,"Alabama"
"183","1503",4941,"Alabama"
"184","1504",4643,"Alabama"
"185","1505",4700,"Alabama"
"186","1506",4953,"Alabama"
"187","1507",5339,"Alabama"
"188","1508",5192,"Alabama"
"189","1509",5217,"Alabama"
"190","1510",5129,"Alabama"
"191","1511",4886,"Alabama"
"192","1512",5214,"Alabama"
"193","9501",4985,"Alabama"
"194","9502",4574,"Alabama"
"195","9503",5189,"Alabama"
"196","9504",4594,"Alabama"
"197","9505",5046,"Alabama"
"198","9506",4874,"Alabama"
"199","9507",5192,"Alabama"
"200","9508",5603,"Alabama"
"201","9509",5357,"Alabama"
"202","9510",5067,"Alabama"
"203","9511",4868,"Alabama"
"204","9512",4980,"Alabama"
"205","9601",4982,"Alabama"
"206","9602",4761,"Alabama"
"207","9603",4879,"Alabama"
"208","9604",4670,"Alabama"
"209","9605",4898,"Alabama"
"210","9606",4751,"Alabama"
"211","9607",5430,"Alabama"
"212","9608",5316,"Alabama"
"213","9609",5216,"Alabama"
"214","9610",5321,"Alabama"
"215","9611",4941,"Alabama"
"216","9612",5323,"Alabama"
"217","9701",5137,"Alabama"
"218","9702",4578,"Alabama"
"219","9703",4845,"Alabama"
"220","9704",4778,"Alabama"
"221","9705",5026,"Alabama"
"222","9706",4876,"Alabama"
"223","9707",5478,"Alabama"
"224","9708",5427,"Alabama"
"225","9709",5288,"Alabama"
"226","9710",5231,"Alabama"
"227","9711",4884,"Alabama"
"228","9712",5366,"Alabama"
"229","9801",5203,"Alabama"
"230","9802",4921,"Alabama"
"231","9803",5180,"Alabama"
"232","9804",4849,"Alabama"
"233","9805",4988,"Alabama"
"234","9806",5129,"Alabama"
"235","9807",5382,"Alabama"
"236","9808",5360,"Alabama"
"237","9809",5509,"Alabama"
"238","9810",5227,"Alabama"
"239","9811",4925,"Alabama"
"240","9812",5401,"Alabama"
"241","9901",5115,"Alabama"
"242","9902",4646,"Alabama"
"243","9903",5174,"Alabama"
"244","9904",4893,"Alabama"
"245","9905",4899,"Alabama"
"246","9906",5209,"Alabama"
"247","9907",5466,"Alabama"
"248","9908",5545,"Alabama"
"249","9909",5601,"Alabama"
"250","9910",5187,"Alabama"
"251","9911",4970,"Alabama"
"252","9912",5417,"Alabama"
"253","0001",818,"Alaska"
"254","0002",827,"Alaska"
"255","0003",883,"Alaska"
"256","0004",831,"Alaska"
"257","0005",849,"Alaska"
"258","0006",791,"Alaska"
"259","0007",857,"Alaska"
"260","0008",856,"Alaska"
"261","0009",861,"Alaska"
"262","0010",826,"Alaska"
"263","0011",800,"Alaska"
"264","0012",775,"Alaska"
"265","0101",793,"Alaska"
"266","0102",781,"Alaska"
"267","0103",919,"Alaska"
"268","0104",798,"Alaska"
"269","0105",869,"Alaska"
"270","0106",848,"Alaska"
"271","0107",850,"Alaska"
"272","0108",895,"Alaska"
"273","0109",860,"Alaska"
"274","0110",824,"Alaska"
"275","0111",765,"Alaska"
"276","0112",801,"Alaska"
"277","0201",767,"Alaska"
"278","0202",752,"Alaska"
"279","0203",825,"Alaska"
"280","0204",848,"Alaska"
"281","0205",883,"Alaska"
"282","0206",802,"Alaska"
"283","0207",891,"Alaska"
"284","0208",912,"Alaska"
"285","0209",834,"Alaska"
"286","0210",866,"Alaska"
"287","0211",748,"Alaska"
"288","0212",810,"Alaska"
"289","0301",831,"Alaska"
"290","0302",757,"Alaska"
"291","0303",876,"Alaska"
"292","0304",831,"Alaska"
"293","0305",821,"Alaska"
"294","0306",841,"Alaska"
"295","0307",892,"Alaska"
"296","0308",908,"Alaska"
"297","0309",895,"Alaska"
"298","0310",822,"Alaska"
"299","0311",780,"Alaska"
"300","0312",832,"Alaska"
"301","0401",841,"Alaska"
"302","0402",805,"Alaska"
"303","0403",945,"Alaska"
"304","0404",811,"Alaska"
"305","0405",875,"Alaska"
"306","0406",887,"Alaska"
"307","0407",863,"Alaska"
"308","0408",872,"Alaska"
"309","0409",858,"Alaska"
"310","0410",870,"Alaska"
"311","0411",807,"Alaska"
"312","0412",904,"Alaska"
"313","0501",812,"Alaska"
"314","0502",765,"Alaska"
"315","0503",973,"Alaska"
"316","0504",854,"Alaska"
"317","0505",862,"Alaska"
"318","0506",921,"Alaska"
"319","0507",866,"Alaska"
"320","0508",896,"Alaska"
"321","0509",877,"Alaska"
"322","0510",844,"Alaska"
"323","0511",886,"Alaska"
"324","0512",903,"Alaska"
"325","0601",821,"Alaska"
"326","0602",837,"Alaska"
"327","0603",906,"Alaska"
"328","0604",912,"Alaska"
"329","0605",967,"Alaska"
"330","0606",917,"Alaska"
"331","0607",957,"Alaska"
"332","0608",1044,"Alaska"
"333","0609",993,"Alaska"
"334","0610",892,"Alaska"
"335","0611",892,"Alaska"
"336","0612",858,"Alaska"
"337","0701",866,"Alaska"
"338","0702",816,"Alaska"
"339","0703",911,"Alaska"
"340","0704",901,"Alaska"
"341","0705",952,"Alaska"
"342","0706",954,"Alaska"
"343","0707",915,"Alaska"
"344","0708",1002,"Alaska"
"345","0709",973,"Alaska"
"346","0710",995,"Alaska"
"347","0711",907,"Alaska"
"348","0712",860,"Alaska"
"349","0801",876,"Alaska"
"350","0802",933,"Alaska"
"351","0803",934,"Alaska"
"352","0804",926,"Alaska"
"353","0805",952,"Alaska"
"354","0806",999,"Alaska"
"355","0807",1016,"Alaska"
"356","0808",1009,"Alaska"
"357","0809",1009,"Alaska"
"358","0810",977,"Alaska"
"359","0811",863,"Alaska"
"360","0812",948,"Alaska"
"361","0901",888,"Alaska"
"362","0902",874,"Alaska"
"363","0903",989,"Alaska"
"364","0904",931,"Alaska"
"365","0905",969,"Alaska"
"366","0906",1029,"Alaska"
"367","0907",1041,"Alaska"
"368","0908",951,"Alaska"
"369","0909",925,"Alaska"
"370","0910",961,"Alaska"
"371","0911",901,"Alaska"
"372","0912",865,"Alaska"
"373","1001",924,"Alaska"
"374","1002",817,"Alaska"
"375","1003",935,"Alaska"
"376","1004",913,"Alaska"
"377","1005",964,"Alaska"
"378","1006",1025,"Alaska"
"379","1007",1014,"Alaska"
"380","1008",1046,"Alaska"
"381","1009",966,"Alaska"
"382","1010",965,"Alaska"
"383","1011",923,"Alaska"
"384","1012",979,"Alaska"
"385","1101",966,"Alaska"
"386","1102",881,"Alaska"
"387","1103",988,"Alaska"
"388","1104",956,"Alaska"
"389","1105",992,"Alaska"
"390","1106",1034,"Alaska"
"391","1107",943,"Alaska"
"392","1108",928,"Alaska"
"393","1109",1011,"Alaska"
"394","1110",902,"Alaska"
"395","1111",859,"Alaska"
"396","1112",996,"Alaska"
"397","1201",924,"Alaska"
"398","1202",811,"Alaska"
"399","1203",950,"Alaska"
"400","1204",912,"Alaska"
"401","1205",956,"Alaska"
"402","1206",931,"Alaska"
"403","1207",985,"Alaska"
"404","1208",962,"Alaska"
"405","1209",1029,"Alaska"
"406","1210",973,"Alaska"
"407","1211",833,"Alaska"
"408","1212",921,"Alaska"
"409","1301",974,"Alaska"
"410","1302",836,"Alaska"
"411","1303",983,"Alaska"
"412","1304",917,"Alaska"
"413","1305",945,"Alaska"
"414","1306",982,"Alaska"
"415","1307",961,"Alaska"
"416","1308",1041,"Alaska"
"417","1309",965,"Alaska"
"418","1310",975,"Alaska"
"419","1311",939,"Alaska"
"420","1312",928,"Alaska"
"421","1401",952,"Alaska"
"422","1402",895,"Alaska"
"423","1403",914,"Alaska"
"424","1404",960,"Alaska"
"425","1405",997,"Alaska"
"426","1406",921,"Alaska"
"427","1407",1010,"Alaska"
"428","1408",977,"Alaska"
"429","1409",961,"Alaska"
"430","1410",978,"Alaska"
"431","1411",894,"Alaska"
"432","1412",933,"Alaska"
"433","1501",915,"Alaska"
"434","1502",887,"Alaska"
"435","1503",963,"Alaska"
"436","1504",940,"Alaska"
"437","1505",975,"Alaska"
"438","1506",906,"Alaska"
"439","1507",1020,"Alaska"
"440","1508",977,"Alaska"
"441","1509",962,"Alaska"
"442","1510",925,"Alaska"
"443","1511",880,"Alaska"
"444","1512",932,"Alaska"
"445","9501",811,"Alaska"
"446","9502",741,"Alaska"
"447","9503",910,"Alaska"
"448","9504",849,"Alaska"
"449","9505",909,"Alaska"
"450","9506",914,"Alaska"
"451","9507",863,"Alaska"
"452","9508",911,"Alaska"
"453","9509",904,"Alaska"
"454","9510",836,"Alaska"
"455","9511",757,"Alaska"
"456","9512",839,"Alaska"
"457","9601",740,"Alaska"
"458","9602",779,"Alaska"
"459","9603",874,"Alaska"
"460","9604",898,"Alaska"
"461","9605",881,"Alaska"
"462","9606",810,"Alaska"
"463","9607",819,"Alaska"
"464","9608",875,"Alaska"
"465","9609",875,"Alaska"
"466","9610",857,"Alaska"
"467","9611",813,"Alaska"
"468","9612",816,"Alaska"
"469","9701",813,"Alaska"
"470","9702",766,"Alaska"
"471","9703",822,"Alaska"
"472","9704",887,"Alaska"
"473","9705",842,"Alaska"
"474","9706",823,"Alaska"
"475","9707",946,"Alaska"
"476","9708",806,"Alaska"
"477","9709",855,"Alaska"
"478","9710",809,"Alaska"
"479","9711",699,"Alaska"
"480","9712",879,"Alaska"
"481","9801",798,"Alaska"
"482","9802",703,"Alaska"
"483","9803",865,"Alaska"
"484","9804",871,"Alaska"
"485","9805",831,"Alaska"
"486","9806",856,"Alaska"
"487","9807",911,"Alaska"
"488","9808",864,"Alaska"
"489","9809",835,"Alaska"
"490","9810",850,"Alaska"
"491","9811",733,"Alaska"
"492","9812",809,"Alaska"
"493","9901",778,"Alaska"
"494","9902",757,"Alaska"
"495","9903",844,"Alaska"
"496","9904",842,"Alaska"
"497","9905",847,"Alaska"
"498","9906",789,"Alaska"
"499","9907",875,"Alaska"
"500","9908",869,"Alaska"
"501","9909",878,"Alaska"
"502","9910",836,"Alaska"
"503","9911",803,"Alaska"
"504","9912",832,"Alaska"
"505","0001",7054,"Arizona"
"506","0002",6528,"Arizona"
"507","0003",7020,"Arizona"
"508","0004",6434,"Arizona"
"509","0005",6801,"Arizona"
"510","0006",6866,"Arizona"
"511","0007",7307,"Arizona"
"512","0008",7622,"Arizona"
"513","0009",7699,"Arizona"
"514","0010",7378,"Arizona"
"515","0011",7220,"Arizona"
"516","0012",7344,"Arizona"
"517","0101",7242,"Arizona"
"518","0102",6539,"Arizona"
"519","0103",7185,"Arizona"
"520","0104",6561,"Arizona"
"521","0105",6812,"Arizona"
"522","0106",6673,"Arizona"
"523","0107",7387,"Arizona"
"524","0108",7832,"Arizona"
"525","0109",7508,"Arizona"
"526","0110",7397,"Arizona"
"527","0111",7090,"Arizona"
"528","0112",7371,"Arizona"
"529","0201",7206,"Arizona"
"530","0202",6512,"Arizona"
"531","0203",7137,"Arizona"
"532","0204",6758,"Arizona"
"533","0205",7112,"Arizona"
"534","0206",6982,"Arizona"
"535","0207",7543,"Arizona"
"536","0208",7945,"Arizona"
"537","0209",8024,"Arizona"
"538","0210",7832,"Arizona"
"539","0211",7156,"Arizona"
"540","0212",7630,"Arizona"
"541","9501",5766,"Arizona"
"542","9502",5461,"Arizona"
"543","9503",6071,"Arizona"
"544","9504",5478,"Arizona"
"545","9505",5749,"Arizona"
"546","9506",5601,"Arizona"
"547","9507",6436,"Arizona"
"548","9508",6710,"Arizona"
"549","9509",6678,"Arizona"
"550","9510",6338,"Arizona"
"551","9511",6017,"Arizona"
"552","9512",6158,"Arizona"
"553","9601",6219,"Arizona"
"554","9602",5791,"Arizona"
"555","9603",6114,"Arizona"
"556","9604",5822,"Arizona"
"557","9605",6114,"Arizona"
"558","9606",5861,"Arizona"
"559","9607",6637,"Arizona"
"560","9608",6760,"Arizona"
"561","9609",6631,"Arizona"
"562","9610",6555,"Arizona"
"563","9611",6309,"Arizona"
"564","9612",6509,"Arizona"
"565","9701",6286,"Arizona"
"566","9702",5686,"Arizona"
"567","9703",6121,"Arizona"
"568","9704",5868,"Arizona"
"569","9705",6129,"Arizona"
"570","9706",6117,"Arizona"
"571","9707",6650,"Arizona"
"572","9708",6730,"Arizona"
"573","9709",6776,"Arizona"
"574","9710",6443,"Arizona"
"575","9711",6232,"Arizona"
"576","9712",6661,"Arizona"
"577","9801",6548,"Arizona"
"578","9802",5763,"Arizona"
"579","9803",6395,"Arizona"
"580","9804",6112,"Arizona"
"581","9805",6138,"Arizona"
"582","9806",6083,"Arizona"
"583","9807",6664,"Arizona"
"584","9808",7159,"Arizona"
"585","9809",6974,"Arizona"
"586","9810",6910,"Arizona"
"587","9811",6661,"Arizona"
"588","9812",6836,"Arizona"
"589","9901",6590,"Arizona"
"590","9902",6142,"Arizona"
"591","9903",6875,"Arizona"
"592","9904",6406,"Arizona"
"593","9905",6372,"Arizona"
"594","9906",6490,"Arizona"
"595","9907",7069,"Arizona"
"596","9908",7162,"Arizona"
"597","9909",7412,"Arizona"
"598","9910",7002,"Arizona"
"599","9911",6617,"Arizona"
"600","9912",7008,"Arizona"
"601","0001",3101,"Arkansas"
"602","0002",3026,"Arkansas"
"603","0003",3091,"Arkansas"
"604","0004",2855,"Arkansas"
"605","0005",3128,"Arkansas"
"606","0006",3169,"Arkansas"
"607","0007",3264,"Arkansas"
"608","0008",3404,"Arkansas"
"609","0009",3175,"Arkansas"
"610","0010",3222,"Arkansas"
"611","0011",3204,"Arkansas"
"612","0012",3144,"Arkansas"
"613","0101",3168,"Arkansas"
"614","0102",2841,"Arkansas"
"615","0103",3057,"Arkansas"
"616","0104",2871,"Arkansas"
"617","0105",2953,"Arkansas"
"618","0106",2987,"Arkansas"
"619","0107",3253,"Arkansas"
"620","0108",3331,"Arkansas"
"621","0109",3174,"Arkansas"
"622","0110",3332,"Arkansas"
"623","0111",2978,"Arkansas"
"624","0112",3065,"Arkansas"
"625","0201",3160,"Arkansas"
"626","0202",2908,"Arkansas"
"627","0203",3081,"Arkansas"
"628","0204",3044,"Arkansas"
"629","0205",3099,"Arkansas"
"630","0206",3031,"Arkansas"
"631","0207",3302,"Arkansas"
"632","0208",3262,"Arkansas"
"633","0209",3226,"Arkansas"
"634","0210",3257,"Arkansas"
"635","0211",2871,"Arkansas"
"636","0212",3196,"Arkansas"
"637","0301",7544,"Arkansas"
"638","0302",6851,"Arkansas"
"639","0303",7300,"Arkansas"
"640","0304",7134,"Arkansas"
"641","0305",7385,"Arkansas"
"642","0306",7113,"Arkansas"
"643","0307",7947,"Arkansas"
"644","0308",8227,"Arkansas"
"645","0309",8222,"Arkansas"
"646","0310",8079,"Arkansas"
"647","0311",7235,"Arkansas"
"648","0312",7930,"Arkansas"
"649","0401",7594,"Arkansas"
"650","0402",7207,"Arkansas"
"651","0403",7777,"Arkansas"
"652","0404",7220,"Arkansas"
"653","0405",7258,"Arkansas"
"654","0406",7333,"Arkansas"
"655","0407",8025,"Arkansas"
"656","0408",8206,"Arkansas"
"657","0409",8600,"Arkansas"
"658","0410",8365,"Arkansas"
"659","0411",8029,"Arkansas"
"660","0412",8049,"Arkansas"
"661","0501",7728,"Arkansas"
"662","0502",7165,"Arkansas"
"663","0503",7978,"Arkansas"
"664","0504",7532,"Arkansas"
"665","0505",7615,"Arkansas"
"666","0506",7827,"Arkansas"
"667","0507",8317,"Arkansas"
"668","0508",8793,"Arkansas"
"669","0509",8764,"Arkansas"
"670","0510",8098,"Arkansas"
"671","0511",7966,"Arkansas"
"672","0512",8416,"Arkansas"
"673","0601",8105,"Arkansas"
"674","0602",7648,"Arkansas"
"675","0603",8384,"Arkansas"
"676","0604",7736,"Arkansas"
"677","0605",8131,"Arkansas"
"678","0606",8331,"Arkansas"
"679","0607",8938,"Arkansas"
"680","0608",9281,"Arkansas"
"681","0609",9220,"Arkansas"
"682","0610",9193,"Arkansas"
"683","0611",8660,"Arkansas"
"684","0612",8802,"Arkansas"
"685","0701",8677,"Arkansas"
"686","0702",7738,"Arkansas"
"687","0703",8341,"Arkansas"
"688","0704",7898,"Arkansas"
"689","0705",8218,"Arkansas"
"690","0706",8359,"Arkansas"
"691","0707",9043,"Arkansas"
"692","0708",9421,"Arkansas"
"693","0709",9110,"Arkansas"
"694","0710",9136,"Arkansas"
"695","0711",8424,"Arkansas"
"696","0712",8616,"Arkansas"
"697","0801",8685,"Arkansas"
"698","0802",8178,"Arkansas"
"699","0803",8127,"Arkansas"
"700","0804",7709,"Arkansas"
"701","0805",8135,"Arkansas"
"702","0806",7683,"Arkansas"
"703","0807",8797,"Arkansas"
"704","0808",8785,"Arkansas"
"705","0809",8780,"Arkansas"
"706","0810",8433,"Arkansas"
"707","0811",7767,"Arkansas"
"708","0812",8363,"Arkansas"
"709","0901",7803,"Arkansas"
"710","0902",7346,"Arkansas"
"711","0903",8075,"Arkansas"
"712","0904",7378,"Arkansas"
"713","0905",7475,"Arkansas"
"714","0906",7393,"Arkansas"
"715","0907",8071,"Arkansas"
"716","0908",8222,"Arkansas"
"717","0909",8111,"Arkansas"
"718","0910",7904,"Arkansas"
"719","0911",7277,"Arkansas"
"720","0912",7743,"Arkansas"
"721","1001",7369,"Arkansas"
"722","1002",6830,"Arkansas"
"723","1003",7559,"Arkansas"
"724","1004",6907,"Arkansas"
"725","1005",7021,"Arkansas"
"726","1006",7006,"Arkansas"
"727","1007",7195,"Arkansas"
"728","1008",7710,"Arkansas"
"729","1009",8041,"Arkansas"
"730","1010",7371,"Arkansas"
"731","1011",7058,"Arkansas"
"732","1012",7410,"Arkansas"
"733","1101",7148,"Arkansas"
"734","1102",6535,"Arkansas"
"735","1103",7271,"Arkansas"
"736","1104",6533,"Arkansas"
"737","1105",6702,"Arkansas"
"738","1106",7113,"Arkansas"
"739","1107",7238,"Arkansas"
"740","1108",7710,"Arkansas"
"741","1109",7772,"Arkansas"
"742","1110",7387,"Arkansas"
"743","1111",7016,"Arkansas"
"744","1112",7118,"Arkansas"
"745","1201",7074,"Arkansas"
"746","1202",6803,"Arkansas"
"747","1203",7162,"Arkansas"
"748","1204",6679,"Arkansas"
"749","1205",6829,"Arkansas"
"750","1206",6780,"Arkansas"
"751","1207",7427,"Arkansas"
"752","1208",7829,"Arkansas"
"753","1209",7734,"Arkansas"
"754","1210",7694,"Arkansas"
"755","1211",7152,"Arkansas"
"756","1212",7278,"Arkansas"
"757","1301",7139,"Arkansas"
"758","1302",6465,"Arkansas"
"759","1303",7134,"Arkansas"
"760","1304",6756,"Arkansas"
"761","1305",6742,"Arkansas"
"762","1306",6741,"Arkansas"
"763","1307",7400,"Arkansas"
"764","1308",7487,"Arkansas"
"765","1309",7590,"Arkansas"
"766","1310",7558,"Arkansas"
"767","1311",7177,"Arkansas"
"768","1312",7411,"Arkansas"
"769","1401",7333,"Arkansas"
"770","1402",6610,"Arkansas"
"771","1403",7097,"Arkansas"
"772","1404",6687,"Arkansas"
"773","1405",6909,"Arkansas"
"774","1406",6861,"Arkansas"
"775","1407",7751,"Arkansas"
"776","1408",7736,"Arkansas"
"777","1409",7680,"Arkansas"
"778","1410",7575,"Arkansas"
"779","1411",7023,"Arkansas"
"780","1412",7625,"Arkansas"
"781","1501",7190,"Arkansas"
"782","1502",6678,"Arkansas"
"783","1503",7203,"Arkansas"
"784","1504",6650,"Arkansas"
"785","1505",6835,"Arkansas"
"786","1506",6805,"Arkansas"
"787","1507",7060,"Arkansas"
"788","1508",7400,"Arkansas"
"789","1509",7714,"Arkansas"
"790","1510",7518,"Arkansas"
"791","1511",6965,"Arkansas"
"792","1512",7333,"Arkansas"
"793","9501",2866,"Arkansas"
"794","9502",2663,"Arkansas"
"795","9503",2793,"Arkansas"
"796","9504",2718,"Arkansas"
"797","9505",2875,"Arkansas"
"798","9506",2831,"Arkansas"
"799","9507",3039,"Arkansas"
"800","9508",3231,"Arkansas"
"801","9509",3064,"Arkansas"
"802","9510",3047,"Arkansas"
"803","9511",3003,"Arkansas"
"804","9512",3045,"Arkansas"
"805","9601",3053,"Arkansas"
"806","9602",2806,"Arkansas"
"807","9603",2916,"Arkansas"
"808","9604",2872,"Arkansas"
"809","9605",2929,"Arkansas"
"810","9606",2880,"Arkansas"
"811","9607",3404,"Arkansas"
"812","9608",3365,"Arkansas"
"813","9609",3146,"Arkansas"
"814","9610",2979,"Arkansas"
"815","9611",2881,"Arkansas"
"816","9612",3140,"Arkansas"
"817","9701",3098,"Arkansas"
"818","9702",2714,"Arkansas"
"819","9703",2917,"Arkansas"
"820","9704",2900,"Arkansas"
"821","9705",2969,"Arkansas"
"822","9706",3065,"Arkansas"
"823","9707",3291,"Arkansas"
"824","9708",3157,"Arkansas"
"825","9709",3105,"Arkansas"
"826","9710",3055,"Arkansas"
"827","9711",2911,"Arkansas"
"828","9712",3296,"Arkansas"
"829","9801",3083,"Arkansas"
"830","9802",2911,"Arkansas"
"831","9803",3031,"Arkansas"
"832","9804",2802,"Arkansas"
"833","9805",2931,"Arkansas"
"834","9806",2982,"Arkansas"
"835","9807",3313,"Arkansas"
"836","9808",3250,"Arkansas"
"837","9809",3371,"Arkansas"
"838","9810",3038,"Arkansas"
"839","9811",2967,"Arkansas"
"840","9812",3186,"Arkansas"
"841","9901",3008,"Arkansas"
"842","9902",2862,"Arkansas"
"843","9903",3047,"Arkansas"
"844","9904",2923,"Arkansas"
"845","9905",2991,"Arkansas"
"846","9906",2949,"Arkansas"
"847","9907",3208,"Arkansas"
"848","9908",3262,"Arkansas"
"849","9909",3232,"Arkansas"
"850","9910",3154,"Arkansas"
"851","9911",2947,"Arkansas"
"852","9912",3146,"Arkansas"
"853","0001",43085,"California"
"854","0002",40632,"California"
"855","0003",44548,"California"
"856","0004",41075,"California"
"857","0005",44870,"California"
"858","0006",43978,"California"
"859","0007",45017,"California"
"860","0008",46816,"California"
"861","0009",46040,"California"
"862","0010",45951,"California"
"863","0011",44996,"California"
"864","0012",44951,"California"
"865","0101",44428,"California"
"866","0102",39383,"California"
"867","0103",43673,"California"
"868","0104",41705,"California"
"869","0105",44182,"California"
"870","0106",42889,"California"
"871","0107",45358,"California"
"872","0108",48057,"California"
"873","0109",45561,"California"
"874","0110",45839,"California"
"875","0111",43304,"California"
"876","0112",43380,"California"
"877","0201",43274,"California"
"878","0202",39332,"California"
