"","Date","stateBirths","states"
"6569","9805",2036,"Nebraska"
"6570","9806",2007,"Nebraska"
"6571","9807",2104,"Nebraska"
"6572","9808",1993,"Nebraska"
"6573","9809",1970,"Nebraska"
"6574","9810",1941,"Nebraska"
"6575","9811",1849,"Nebraska"
"6576","9812",2042,"Nebraska"
"6577","9901",1844,"Nebraska"
"6578","9902",1908,"Nebraska"
"6579","9903",2136,"Nebraska"
"6580","9904",1854,"Nebraska"
"6581","9905",1957,"Nebraska"
"6582","9906",2065,"Nebraska"
"6583","9907",2197,"Nebraska"
"6584","9908",2051,"Nebraska"
"6585","9909",2081,"Nebraska"
"6586","9910",1979,"Nebraska"
"6587","9911",1882,"Nebraska"
"6588","9912",1953,"Nebraska"
"6589","0001",2420,"Nevada"
"6590","0002",2413,"Nevada"
"6591","0003",2536,"Nevada"
"6592","0004",2427,"Nevada"
"6593","0005",2611,"Nevada"
"6594","0006",2583,"Nevada"
"6595","0007",2635,"Nevada"
"6596","0008",2748,"Nevada"
"6597","0009",2680,"Nevada"
"6598","0010",2758,"Nevada"
"6599","0011",2485,"Nevada"
"6600","0012",2533,"Nevada"
"6601","0101",2498,"Nevada"
"6602","0102",2401,"Nevada"
"6603","0103",2697,"Nevada"
"6604","0104",2417,"Nevada"
"6605","0105",2608,"Nevada"
"6606","0106",2654,"Nevada"
"6607","0107",2676,"Nevada"
"6608","0108",2867,"Nevada"
"6609","0109",2762,"Nevada"
"6610","0110",2608,"Nevada"
"6611","0111",2523,"Nevada"
"6612","0112",2671,"Nevada"
"6613","0201",2649,"Nevada"
"6614","0202",2446,"Nevada"
"6615","0203",2674,"Nevada"
"6616","0204",2614,"Nevada"
"6617","0205",2728,"Nevada"
"6618","0206",2648,"Nevada"
"6619","0207",2894,"Nevada"
"6620","0208",3004,"Nevada"
"6621","0209",2959,"Nevada"
"6622","0210",2731,"Nevada"
"6623","0211",2564,"Nevada"
"6624","0212",2660,"Nevada"
"6625","0301",6102,"Nevada"
"6626","0302",5802,"Nevada"
"6627","0303",6330,"Nevada"
"6628","0304",6224,"Nevada"
"6629","0305",6378,"Nevada"
"6630","0306",6470,"Nevada"
"6631","0307",7133,"Nevada"
"6632","0308",6724,"Nevada"
"6633","0309",6762,"Nevada"
"6634","0310",6537,"Nevada"
"6635","0311",5880,"Nevada"
"6636","0312",6703,"Nevada"
"6637","0401",6290,"Nevada"
"6638","0402",6042,"Nevada"
"6639","0403",6597,"Nevada"
"6640","0404",6308,"Nevada"
"6641","0405",6261,"Nevada"
"6642","0406",6704,"Nevada"
"6643","0407",6886,"Nevada"
"6644","0408",6534,"Nevada"
"6645","0409",6700,"Nevada"
"6646","0410",6596,"Nevada"
"6647","0411",6248,"Nevada"
"6648","0412",6599,"Nevada"
"6649","0501",6090,"Nevada"
"6650","0502",5933,"Nevada"
"6651","0503",6747,"Nevada"
"6652","0504",6447,"Nevada"
"6653","0505",6625,"Nevada"
"6654","0506",6671,"Nevada"
"6655","0507",6853,"Nevada"
"6656","0508",7027,"Nevada"
"6657","0509",6730,"Nevada"
"6658","0510",6452,"Nevada"
"6659","0511",6396,"Nevada"
"6660","0512",6647,"Nevada"
"6661","0601",6487,"Nevada"
"6662","0602",6192,"Nevada"
"6663","0603",6948,"Nevada"
"6664","0604",6314,"Nevada"
"6665","0605",6818,"Nevada"
"6666","0606",6759,"Nevada"
"6667","0607",6860,"Nevada"
"6668","0608",7502,"Nevada"
"6669","0609",7080,"Nevada"
"6670","0610",6834,"Nevada"
"6671","0611",6715,"Nevada"
"6672","0612",6876,"Nevada"
"6673","0701",6539,"Nevada"
"6674","0702",6280,"Nevada"
"6675","0703",6850,"Nevada"
"6676","0704",6465,"Nevada"
"6677","0705",6806,"Nevada"
"6678","0706",7092,"Nevada"
"6679","0707",7381,"Nevada"
"6680","0708",7278,"Nevada"
"6681","0709",6944,"Nevada"
"6682","0710",6860,"Nevada"
"6683","0711",6641,"Nevada"
"6684","0712",6794,"Nevada"
"6685","0801",6711,"Nevada"
"6686","0802",6477,"Nevada"
"6687","0803",6725,"Nevada"
"6688","0804",6594,"Nevada"
"6689","0805",6814,"Nevada"
"6690","0806",6695,"Nevada"
"6691","0807",7215,"Nevada"
"6692","0808",7202,"Nevada"
"6693","0809",7098,"Nevada"
"6694","0810",6689,"Nevada"
"6695","0811",6014,"Nevada"
"6696","0812",6729,"Nevada"
"6697","0901",6229,"Nevada"
"6698","0902",6035,"Nevada"
"6699","0903",6582,"Nevada"
"6700","0904",6472,"Nevada"
"6701","0905",6648,"Nevada"
"6702","0906",6705,"Nevada"
"6703","0907",7040,"Nevada"
"6704","0908",6801,"Nevada"
"6705","0909",7091,"Nevada"
"6706","0910",6683,"Nevada"
"6707","0911",6146,"Nevada"
"6708","0912",6473,"Nevada"
"6709","1001",6212,"Nevada"
"6710","1002",5926,"Nevada"
"6711","1003",6546,"Nevada"
"6712","1004",6219,"Nevada"
"6713","1005",6339,"Nevada"
"6714","1006",6474,"Nevada"
"6715","1007",6621,"Nevada"
"6716","1008",6719,"Nevada"
"6717","1009",6725,"Nevada"
"6718","1010",6314,"Nevada"
"6719","1011",6153,"Nevada"
"6720","1012",6511,"Nevada"
"6721","1101",6067,"Nevada"
"6722","1102",5805,"Nevada"
"6723","1103",6251,"Nevada"
"6724","1104",6040,"Nevada"
"6725","1105",6333,"Nevada"
"6726","1106",6708,"Nevada"
"6727","1107",6654,"Nevada"
"6728","1108",7117,"Nevada"
"6729","1109",6664,"Nevada"
"6730","1110",6278,"Nevada"
"6731","1111",5951,"Nevada"
"6732","1112",6249,"Nevada"
"6733","1201",5904,"Nevada"
"6734","1202",5818,"Nevada"
"6735","1203",6300,"Nevada"
"6736","1204",5815,"Nevada"
"6737","1205",6317,"Nevada"
"6738","1206",6376,"Nevada"
"6739","1207",6778,"Nevada"
"6740","1208",6953,"Nevada"
"6741","1209",6393,"Nevada"
"6742","1210",6554,"Nevada"
"6743","1211",6091,"Nevada"
"6744","1212",6147,"Nevada"
"6745","1301",6080,"Nevada"
"6746","1302",5534,"Nevada"
"6747","1303",6179,"Nevada"
"6748","1304",5976,"Nevada"
"6749","1305",6311,"Nevada"
"6750","1306",6180,"Nevada"
"6751","1307",6783,"Nevada"
"6752","1308",6850,"Nevada"
"6753","1309",6521,"Nevada"
"6754","1310",6533,"Nevada"
"6755","1311",5934,"Nevada"
"6756","1312",6415,"Nevada"
"6757","1401",6226,"Nevada"
"6758","1402",5771,"Nevada"
"6759","1403",6219,"Nevada"
"6760","1404",6086,"Nevada"
"6761","1405",6445,"Nevada"
"6762","1406",6018,"Nevada"
"6763","1407",6582,"Nevada"
"6764","1408",6705,"Nevada"
"6765","1409",6519,"Nevada"
"6766","1410",6463,"Nevada"
"6767","1411",5828,"Nevada"
"6768","1412",6498,"Nevada"
"6769","1501",6135,"Nevada"
"6770","1502",5659,"Nevada"
"6771","1503",6372,"Nevada"
"6772","1504",6046,"Nevada"
"6773","1505",6178,"Nevada"
"6774","1506",6187,"Nevada"
"6775","1507",6767,"Nevada"
"6776","1508",6545,"Nevada"
"6777","1509",6591,"Nevada"
"6778","1510",6108,"Nevada"
"6779","1511",6006,"Nevada"
"6780","1512",6467,"Nevada"
"6781","9501",1910,"Nevada"
"6782","9502",1870,"Nevada"
"6783","9503",2058,"Nevada"
"6784","9504",1970,"Nevada"
"6785","9505",2155,"Nevada"
"6786","9506",2186,"Nevada"
"6787","9507",2254,"Nevada"
"6788","9508",2263,"Nevada"
"6789","9509",2171,"Nevada"
"6790","9510",2109,"Nevada"
"6791","9511",1993,"Nevada"
"6792","9512",2117,"Nevada"
"6793","9601",2060,"Nevada"
"6794","9602",2023,"Nevada"
"6795","9603",2105,"Nevada"
"6796","9604",2105,"Nevada"
"6797","9605",2231,"Nevada"
"6798","9606",2202,"Nevada"
"6799","9607",2303,"Nevada"
"6800","9608",2201,"Nevada"
"6801","9609",2241,"Nevada"
"6802","9610",2296,"Nevada"
"6803","9611",2125,"Nevada"
"6804","9612",2233,"Nevada"
"6805","9701",2153,"Nevada"
"6806","9702",2020,"Nevada"
"6807","9703",2197,"Nevada"
"6808","9704",2140,"Nevada"
"6809","9705",2301,"Nevada"
"6810","9706",2175,"Nevada"
"6811","9707",2400,"Nevada"
"6812","9708",2296,"Nevada"
"6813","9709",2296,"Nevada"
"6814","9710",2380,"Nevada"
"6815","9711",2151,"Nevada"
"6816","9712",2402,"Nevada"
"6817","9801",2247,"Nevada"
"6818","9802",2172,"Nevada"
"6819","9803",2405,"Nevada"
"6820","9804",2325,"Nevada"
"6821","9805",2326,"Nevada"
"6822","9806",2319,"Nevada"
"6823","9807",2552,"Nevada"
"6824","9808",2575,"Nevada"
"6825","9809",2476,"Nevada"
"6826","9810",2489,"Nevada"
"6827","9811",2315,"Nevada"
"6828","9812",2498,"Nevada"
"6829","9901",2278,"Nevada"
"6830","9902",2287,"Nevada"
"6831","9903",2479,"Nevada"
"6832","9904",2315,"Nevada"
"6833","9905",2369,"Nevada"
"6834","9906",2432,"Nevada"
"6835","9907",2643,"Nevada"
"6836","9908",2583,"Nevada"
"6837","9909",2611,"Nevada"
"6838","9910",2537,"Nevada"
"6839","9911",2347,"Nevada"
"6840","9912",2481,"Nevada"
"6841","0001",1143,"New Hampshire"
"6842","0002",1104,"New Hampshire"
"6843","0003",1220,"New Hampshire"
"6844","0004",1247,"New Hampshire"
"6845","0005",1317,"New Hampshire"
"6846","0006",1257,"New Hampshire"
"6847","0007",1319,"New Hampshire"
"6848","0008",1314,"New Hampshire"
"6849","0009",1185,"New Hampshire"
"6850","0010",1206,"New Hampshire"
"6851","0011",1173,"New Hampshire"
"6852","0012",1124,"New Hampshire"
"6853","0101",1148,"New Hampshire"
"6854","0102",1092,"New Hampshire"
"6855","0103",1240,"New Hampshire"
"6856","0104",1188,"New Hampshire"
"6857","0105",1283,"New Hampshire"
"6858","0106",1219,"New Hampshire"
"6859","0107",1338,"New Hampshire"
"6860","0108",1300,"New Hampshire"
"6861","0109",1250,"New Hampshire"
"6862","0110",1312,"New Hampshire"
"6863","0111",1125,"New Hampshire"
"6864","0112",1161,"New Hampshire"
"6865","0201",1155,"New Hampshire"
"6866","0202",1078,"New Hampshire"
"6867","0203",1206,"New Hampshire"
"6868","0204",1232,"New Hampshire"
"6869","0205",1315,"New Hampshire"
"6870","0206",1163,"New Hampshire"
"6871","0207",1391,"New Hampshire"
"6872","0208",1296,"New Hampshire"
"6873","0209",1199,"New Hampshire"
"6874","0210",1252,"New Hampshire"
"6875","0211",1090,"New Hampshire"
"6876","0212",1065,"New Hampshire"
"6877","0301",903,"New Hampshire"
"6878","0302",811,"New Hampshire"
"6879","0303",958,"New Hampshire"
"6880","0304",989,"New Hampshire"
"6881","0305",1018,"New Hampshire"
"6882","0306",965,"New Hampshire"
"6883","0307",1046,"New Hampshire"
"6884","0308",980,"New Hampshire"
"6885","0309",980,"New Hampshire"
"6886","0310",971,"New Hampshire"
"6887","0311",846,"New Hampshire"
"6888","0312",955,"New Hampshire"
"6889","0401",858,"New Hampshire"
"6890","0402",859,"New Hampshire"
"6891","0403",935,"New Hampshire"
"6892","0404",987,"New Hampshire"
"6893","0405",1032,"New Hampshire"
"6894","0406",1017,"New Hampshire"
"6895","0407",1076,"New Hampshire"
"6896","0408",961,"New Hampshire"
"6897","0409",1026,"New Hampshire"
"6898","0410",961,"New Hampshire"
"6899","0411",916,"New Hampshire"
"6900","0412",891,"New Hampshire"
"6901","0501",895,"New Hampshire"
"6902","0502",821,"New Hampshire"
"6903","0503",971,"New Hampshire"
"6904","0504",991,"New Hampshire"
"6905","0505",1039,"New Hampshire"
"6906","0506",1035,"New Hampshire"
"6907","0507",1068,"New Hampshire"
"6908","0508",1023,"New Hampshire"
"6909","0509",1024,"New Hampshire"
"6910","0510",919,"New Hampshire"
"6911","0511",905,"New Hampshire"
"6912","0512",892,"New Hampshire"
"6913","0601",943,"New Hampshire"
"6914","0602",874,"New Hampshire"
"6915","0603",1082,"New Hampshire"
"6916","0604",978,"New Hampshire"
"6917","0605",1153,"New Hampshire"
"6918","0606",1142,"New Hampshire"
"6919","0607",1106,"New Hampshire"
"6920","0608",1160,"New Hampshire"
"6921","0609",1050,"New Hampshire"
"6922","0610",1016,"New Hampshire"
"6923","0611",998,"New Hampshire"
"6924","0612",1006,"New Hampshire"
"6925","0701",967,"New Hampshire"
"6926","0702",925,"New Hampshire"
"6927","0703",1077,"New Hampshire"
"6928","0704",1038,"New Hampshire"
"6929","0705",1078,"New Hampshire"
"6930","0706",1054,"New Hampshire"
"6931","0707",1121,"New Hampshire"
"6932","0708",1053,"New Hampshire"
"6933","0709",1067,"New Hampshire"
"6934","0710",1061,"New Hampshire"
"6935","0711",979,"New Hampshire"
"6936","0712",1019,"New Hampshire"
"6937","0801",1030,"New Hampshire"
"6938","0802",975,"New Hampshire"
"6939","0803",1053,"New Hampshire"
"6940","0804",1046,"New Hampshire"
"6941","0805",1146,"New Hampshire"
"6942","0806",1110,"New Hampshire"
"6943","0807",1134,"New Hampshire"
"6944","0808",1057,"New Hampshire"
"6945","0809",1104,"New Hampshire"
"6946","0810",1028,"New Hampshire"
"6947","0811",891,"New Hampshire"
"6948","0812",1020,"New Hampshire"
"6949","0901",990,"New Hampshire"
"6950","0902",959,"New Hampshire"
"6951","0903",1069,"New Hampshire"
"6952","0904",1027,"New Hampshire"
"6953","0905",1070,"New Hampshire"
"6954","0906",1073,"New Hampshire"
"6955","0907",1126,"New Hampshire"
"6956","0908",1061,"New Hampshire"
"6957","0909",1053,"New Hampshire"
"6958","0910",1000,"New Hampshire"
"6959","0911",885,"New Hampshire"
"6960","0912",944,"New Hampshire"
"6961","1001",965,"New Hampshire"
"6962","1002",949,"New Hampshire"
"6963","1003",1034,"New Hampshire"
"6964","1004",1009,"New Hampshire"
"6965","1005",1044,"New Hampshire"
"6966","1006",1026,"New Hampshire"
"6967","1007",1042,"New Hampshire"
"6968","1008",1029,"New Hampshire"
"6969","1009",1016,"New Hampshire"
"6970","1010",983,"New Hampshire"
"6971","1011",965,"New Hampshire"
"6972","1012",998,"New Hampshire"
"6973","1101",889,"New Hampshire"
"6974","1102",893,"New Hampshire"
"6975","1103",1003,"New Hampshire"
"6976","1104",970,"New Hampshire"
"6977","1105",1105,"New Hampshire"
"6978","1106",1103,"New Hampshire"
"6979","1107",1054,"New Hampshire"
"6980","1108",1128,"New Hampshire"
"6981","1109",1063,"New Hampshire"
"6982","1110",995,"New Hampshire"
"6983","1111",936,"New Hampshire"
"6984","1112",930,"New Hampshire"
"6985","1201",891,"New Hampshire"
"6986","1202",937,"New Hampshire"
"6987","1203",1079,"New Hampshire"
"6988","1204",986,"New Hampshire"
"6989","1205",1007,"New Hampshire"
"6990","1206",1030,"New Hampshire"
"6991","1207",1087,"New Hampshire"
"6992","1208",1057,"New Hampshire"
"6993","1209",1053,"New Hampshire"
"6994","1210",1020,"New Hampshire"
"6995","1211",960,"New Hampshire"
"6996","1212",1011,"New Hampshire"
"6997","1301",978,"New Hampshire"
"6998","1302",854,"New Hampshire"
"6999","1303",1012,"New Hampshire"
"7000","1304",1002,"New Hampshire"
"7001","1305",1153,"New Hampshire"
"7002","1306",1019,"New Hampshire"
"7003","1307",1130,"New Hampshire"
"7004","1308",1055,"New Hampshire"
"7005","1309",1078,"New Hampshire"
"7006","1310",1066,"New Hampshire"
"7007","1311",991,"New Hampshire"
"7008","1312",1039,"New Hampshire"
"7009","1401",992,"New Hampshire"
"7010","1402",907,"New Hampshire"
"7011","1403",962,"New Hampshire"
"7012","1404",1075,"New Hampshire"
"7013","1405",1093,"New Hampshire"
"7014","1406",997,"New Hampshire"
"7015","1407",1135,"New Hampshire"
"7016","1408",1116,"New Hampshire"
"7017","1409",1053,"New Hampshire"
"7018","1410",1032,"New Hampshire"
"7019","1411",996,"New Hampshire"
"7020","1412",1074,"New Hampshire"
"7021","1501",1000,"New Hampshire"
"7022","1502",911,"New Hampshire"
"7023","1503",1069,"New Hampshire"
"7024","1504",1035,"New Hampshire"
"7025","1505",1054,"New Hampshire"
"7026","1506",1104,"New Hampshire"
"7027","1507",1134,"New Hampshire"
"7028","1508",1084,"New Hampshire"
"7029","1509",1074,"New Hampshire"
"7030","1510",1065,"New Hampshire"
"7031","1511",979,"New Hampshire"
"7032","1512",1074,"New Hampshire"
"7033","9501",1079,"New Hampshire"
"7034","9502",1121,"New Hampshire"
"7035","9503",1276,"New Hampshire"
"7036","9504",1239,"New Hampshire"
"7037","9505",1331,"New Hampshire"
"7038","9506",1267,"New Hampshire"
"7039","9507",1310,"New Hampshire"
"7040","9508",1331,"New Hampshire"
"7041","9509",1297,"New Hampshire"
"7042","9510",1241,"New Hampshire"
"7043","9511",1076,"New Hampshire"
"7044","9512",1097,"New Hampshire"
"7045","9601",1102,"New Hampshire"
"7046","9602",1088,"New Hampshire"
"7047","9603",1218,"New Hampshire"
"7048","9604",1226,"New Hampshire"
"7049","9605",1277,"New Hampshire"
"7050","9606",1298,"New Hampshire"
"7051","9607",1306,"New Hampshire"
"7052","9608",1289,"New Hampshire"
"7053","9609",1184,"New Hampshire"
"7054","9610",1231,"New Hampshire"
"7055","9611",1073,"New Hampshire"
"7056","9612",1228,"New Hampshire"
"7057","9701",1080,"New Hampshire"
"7058","9702",1047,"New Hampshire"
"7059","9703",1228,"New Hampshire"
"7060","9704",1178,"New Hampshire"
"7061","9705",1267,"New Hampshire"
"7062","9706",1289,"New Hampshire"
"7063","9707",1368,"New Hampshire"
"7064","9708",1202,"New Hampshire"
"7065","9709",1240,"New Hampshire"
"7066","9710",1190,"New Hampshire"
"7067","9711",1116,"New Hampshire"
"7068","9712",1108,"New Hampshire"
"7069","9801",1081,"New Hampshire"
"7070","9802",1024,"New Hampshire"
"7071","9803",1238,"New Hampshire"
"7072","9804",1207,"New Hampshire"
"7073","9805",1282,"New Hampshire"
"7074","9806",1296,"New Hampshire"
"7075","9807",1312,"New Hampshire"
"7076","9808",1319,"New Hampshire"
"7077","9809",1259,"New Hampshire"
"7078","9810",1191,"New Hampshire"
"7079","9811",1096,"New Hampshire"
"7080","9812",1124,"New Hampshire"
"7081","9901",1121,"New Hampshire"
"7082","9902",1020,"New Hampshire"
"7083","9903",1206,"New Hampshire"
"7084","9904",1219,"New Hampshire"
"7085","9905",1222,"New Hampshire"
"7086","9906",1240,"New Hampshire"
"7087","9907",1299,"New Hampshire"
"7088","9908",1300,"New Hampshire"
"7089","9909",1173,"New Hampshire"
"7090","9910",1167,"New Hampshire"
"7091","9911",1048,"New Hampshire"
"7092","9912",1026,"New Hampshire"
"7093","0001",9381,"New Jersey"
"7094","0002",8906,"New Jersey"
"7095","0003",9773,"New Jersey"
"7096","0004",9225,"New Jersey"
"7097","0005",9968,"New Jersey"
"7098","0006",9718,"New Jersey"
"7099","0007",10155,"New Jersey"
"7100","0008",10206,"New Jersey"
"7101","0009",9787,"New Jersey"
"7102","0010",9735,"New Jersey"
"7103","0011",9301,"New Jersey"
"7104","0012",9477,"New Jersey"
"7105","0101",9597,"New Jersey"
"7106","0102",8574,"New Jersey"
"7107","0103",9746,"New Jersey"
"7108","0104",9718,"New Jersey"
"7109","0105",10205,"New Jersey"
"7110","0106",9684,"New Jersey"
"7111","0107",10146,"New Jersey"
"7112","0108",10535,"New Jersey"
"7113","0109",9712,"New Jersey"
"7114","0110",9683,"New Jersey"
"7115","0111",9092,"New Jersey"
"7116","0112",9103,"New Jersey"
"7117","0201",9346,"New Jersey"
"7118","0202",8590,"New Jersey"
"7119","0203",9306,"New Jersey"
"7120","0204",9441,"New Jersey"
"7121","0205",9961,"New Jersey"
"7122","0206",9280,"New Jersey"
"7123","0207",10451,"New Jersey"
"7124","0208",10264,"New Jersey"
"7125","0209",9823,"New Jersey"
"7126","0210",9833,"New Jersey"
"7127","0211",9086,"New Jersey"
"7128","0212",9370,"New Jersey"
"7129","0301",2017,"New Jersey"
"7130","0302",1883,"New Jersey"
"7131","0303",2156,"New Jersey"
"7132","0304",2155,"New Jersey"
"7133","0305",2248,"New Jersey"
"7134","0306",2126,"New Jersey"
"7135","0307",2375,"New Jersey"
"7136","0308",2222,"New Jersey"
"7137","0309",2267,"New Jersey"
"7138","0310",2285,"New Jersey"
"7139","0311",2050,"New Jersey"
"7140","0312",2133,"New Jersey"
"7141","0401",2111,"New Jersey"
"7142","0402",2044,"New Jersey"
"7143","0403",2306,"New Jersey"
"7144","0404",2146,"New Jersey"
"7145","0405",2207,"New Jersey"
"7146","0406",2192,"New Jersey"
"7147","0407",2371,"New Jersey"
"7148","0408",2167,"New Jersey"
"7149","0409",2239,"New Jersey"
"7150","0410",2240,"New Jersey"
"7151","0411",2142,"New Jersey"
"7152","0412",2167,"New Jersey"
"7153","0501",1999,"New Jersey"
"7154","0502",1989,"New Jersey"
"7155","0503",2254,"New Jersey"
"7156","0504",2163,"New Jersey"
"7157","0505",2242,"New Jersey"
"7158","0506",2271,"New Jersey"
"7159","0507",2191,"New Jersey"
"7160","0508",2330,"New Jersey"
"7161","0509",2282,"New Jersey"
"7162","0510",2175,"New Jersey"
"7163","0511",2100,"New Jersey"
"7164","0512",2149,"New Jersey"
"7165","0601",2092,"New Jersey"
"7166","0602",1981,"New Jersey"
"7167","0603",2254,"New Jersey"
"7168","0604",2112,"New Jersey"
"7169","0605",2251,"New Jersey"
"7170","0606",2322,"New Jersey"
"7171","0607",2283,"New Jersey"
"7172","0608",2390,"New Jersey"
"7173","0609",2344,"New Jersey"
"7174","0610",2248,"New Jersey"
"7175","0611",2202,"New Jersey"
"7176","0612",2248,"New Jersey"
"7177","0701",2123,"New Jersey"
"7178","0702",2074,"New Jersey"
"7179","0703",2282,"New Jersey"
"7180","0704",2164,"New Jersey"
"7181","0705",2361,"New Jersey"
"7182","0706",2297,"New Jersey"
"7183","0707",2348,"New Jersey"
"7184","0708",2497,"New Jersey"
"7185","0709",2244,"New Jersey"
"7186","0710",2206,"New Jersey"
"7187","0711",2123,"New Jersey"
"7188","0712",2215,"New Jersey"
"7189","0801",2218,"New Jersey"
"7190","0802",2096,"New Jersey"
"7191","0803",2226,"New Jersey"
"7192","0804",2304,"New Jersey"
"7193","0805",2249,"New Jersey"
"7194","0806",2222,"New Jersey"
"7195","0807",2429,"New Jersey"
"7196","0808",2331,"New Jersey"
"7197","0809",2456,"New Jersey"
"7198","0810",2196,"New Jersey"
"7199","0811",2034,"New Jersey"
"7200","0812",2228,"New Jersey"
"7201","0901",2127,"New Jersey"
"7202","0902",2035,"New Jersey"
"7203","0903",2302,"New Jersey"
"7204","0904",2158,"New Jersey"
"7205","0905",2316,"New Jersey"
"7206","0906",2346,"New Jersey"
"7207","0907",2323,"New Jersey"
"7208","0908",2344,"New Jersey"
"7209","0909",2416,"New Jersey"
"7210","0910",2292,"New Jersey"
"7211","0911",2077,"New Jersey"
"7212","0912",2200,"New Jersey"
"7213","1001",1970,"New Jersey"
"7214","1002",1966,"New Jersey"
"7215","1003",2254,"New Jersey"
"7216","1004",2109,"New Jersey"
"7217","1005",2237,"New Jersey"
"7218","1006",2169,"New Jersey"
"7219","1007",2331,"New Jersey"
"7220","1008",2278,"New Jersey"
"7221","1009",2265,"New Jersey"
"7222","1010",2141,"New Jersey"
"7223","1011",2042,"New Jersey"
"7224","1012",2156,"New Jersey"
"7225","1101",1962,"New Jersey"
"7226","1102",1914,"New Jersey"
"7227","1103",2214,"New Jersey"
"7228","1104",2102,"New Jersey"
"7229","1105",2084,"New Jersey"
"7230","1106",2237,"New Jersey"
"7231","1107",2188,"New Jersey"
"7232","1108",2375,"New Jersey"
"7233","1109",2339,"New Jersey"
"7234","1110",2059,"New Jersey"
"7235","1111",2027,"New Jersey"
"7236","1112",2219,"New Jersey"
"7237","1201",2025,"New Jersey"
"7238","1202",1988,"New Jersey"
"7239","1203",2133,"New Jersey"
"7240","1204",2051,"New Jersey"
"7241","1205",2167,"New Jersey"
"7242","1206",2210,"New Jersey"
"7243","1207",2261,"New Jersey"
"7244","1208",2351,"New Jersey"
"7245","1209",2198,"New Jersey"
"7246","1210",2285,"New Jersey"
"7247","1211",2093,"New Jersey"
"7248","1212",2180,"New Jersey"
"7249","1301",2111,"New Jersey"
"7250","1302",1920,"New Jersey"
"7251","1303",2109,"New Jersey"
"7252","1304",2051,"New Jersey"
"7253","1305",2262,"New Jersey"
"7254","1306",2218,"New Jersey"
"7255","1307",2380,"New Jersey"
"7256","1308",2277,"New Jersey"
"7257","1309",2297,"New Jersey"
"7258","1310",2152,"New Jersey"
"7259","1311",2168,"New Jersey"
"7260","1312",2150,"New Jersey"
"7261","1401",2076,"New Jersey"
"7262","1402",1965,"New Jersey"
"7263","1403",2205,"New Jersey"
"7264","1404",2235,"New Jersey"
"7265","1405",2346,"New Jersey"
"7266","1406",2219,"New Jersey"
"7267","1407",2382,"New Jersey"
"7268","1408",2413,"New Jersey"
"7269","1409",2302,"New Jersey"
"7270","1410",2397,"New Jersey"
"7271","1411",2086,"New Jersey"
"7272","1412",2168,"New Jersey"
"7273","1501",2158,"New Jersey"
"7274","1502",1988,"New Jersey"
"7275","1503",2247,"New Jersey"
"7276","1504",2217,"New Jersey"
"7277","1505",2271,"New Jersey"
"7278","1506",2240,"New Jersey"
"7279","1507",2385,"New Jersey"
"7280","1508",2378,"New Jersey"
"7281","1509",2286,"New Jersey"
"7282","1510",2212,"New Jersey"
"7283","1511",2054,"New Jersey"
"7284","1512",2243,"New Jersey"
"7285","9501",9199,"New Jersey"
"7286","9502",8726,"New Jersey"
"7287","9503",9848,"New Jersey"
"7288","9504",9104,"New Jersey"
"7289","9505",10120,"New Jersey"
"7290","9506",10138,"New Jersey"
"7291","9507",10435,"New Jersey"
"7292","9508",10142,"New Jersey"
"7293","9509",9779,"New Jersey"
"7294","9510",9369,"New Jersey"
"7295","9511",9011,"New Jersey"
"7296","9512",8957,"New Jersey"
"7297","9601",9242,"New Jersey"
"7298","9602",8929,"New Jersey"
"7299","9603",9530,"New Jersey"
"7300","9604",9316,"New Jersey"
"7301","9605",9778,"New Jersey"
"7302","9606",9566,"New Jersey"
"7303","9607",10145,"New Jersey"
"7304","9608",9941,"New Jersey"
"7305","9609",9865,"New Jersey"
"7306","9610",9884,"New Jersey"
"7307","9611",8987,"New Jersey"
"7308","9612",9123,"New Jersey"
"7309","9701",9402,"New Jersey"
"7310","9702",8737,"New Jersey"
"7311","9703",9268,"New Jersey"
"7312","9704",9131,"New Jersey"
"7313","9705",10018,"New Jersey"
"7314","9706",9577,"New Jersey"
"7315","9707",10339,"New Jersey"
"7316","9708",9581,"New Jersey"
"7317","9709",9472,"New Jersey"
"7318","9710",9609,"New Jersey"
"7319","9711",8776,"New Jersey"
"7320","9712",9369,"New Jersey"
"7321","9801",9069,"New Jersey"
"7322","9802",8505,"New Jersey"
"7323","9803",9739,"New Jersey"
"7324","9804",9251,"New Jersey"
"7325","9805",9852,"New Jersey"
"7326","9806",9692,"New Jersey"
"7327","9807",10378,"New Jersey"
"7328","9808",10018,"New Jersey"
"7329","9809",9922,"New Jersey"
"7330","9810",9570,"New Jersey"
"7331","9811",9154,"New Jersey"
"7332","9812",9400,"New Jersey"
"7333","9901",9083,"New Jersey"
"7334","9902",8317,"New Jersey"
"7335","9903",9799,"New Jersey"
"7336","9904",9028,"New Jersey"
"7337","9905",9956,"New Jersey"
"7338","9906",9859,"New Jersey"
"7339","9907",10149,"New Jersey"
"7340","9908",10119,"New Jersey"
"7341","9909",10075,"New Jersey"
"7342","9910",9358,"New Jersey"
"7343","9911",8936,"New Jersey"
"7344","9912",9426,"New Jersey"
"7345","0001",2120,"New Mexico"
"7346","0002",2154,"New Mexico"
"7347","0003",2317,"New Mexico"
"7348","0004",2164,"New Mexico"
