"","states","stateBirths","Date","dayAvg"
"1","Alabama",4866,"0301",157
"2","Alabama",4437,"0302",158
"3","Alabama",4857,"0303",157
"4","Alabama",4706,"0304",157
"5","Alabama",4838,"0305",156
"6","Alabama",4803,"0306",160
"7","Alabama",5292,"0307",171
"8","Alabama",5215,"0308",168
"9","Alabama",5321,"0309",177
"10","Alabama",5211,"0310",168
"11","Alabama",4727,"0311",158
"12","Alabama",5279,"0312",170
"13","Alabama",4816,"0401",155
"14","Alabama",4477,"0402",154
"15","Alabama",4907,"0403",158
"16","Alabama",4669,"0404",156
"17","Alabama",4771,"0405",154
"18","Alabama",4938,"0406",165
"19","Alabama",5132,"0407",166
"20","Alabama",5131,"0408",166
"21","Alabama",5243,"0409",175
"22","Alabama",5061,"0410",163
"23","Alabama",5107,"0411",170
"24","Alabama",5258,"0412",170
"25","Alabama",4956,"0501",160
"26","Alabama",4478,"0502",160
"27","Alabama",4953,"0503",160
"28","Alabama",4677,"0504",156
"29","Alabama",4905,"0505",158
"30","Alabama",5177,"0506",173
"31","Alabama",5108,"0507",165
"32","Alabama",5421,"0508",175
"33","Alabama",5351,"0509",178
"34","Alabama",5043,"0510",163
"35","Alabama",5128,"0511",171
"36","Alabama",5256,"0512",170
"37","Alabama",5076,"0601",164
"38","Alabama",4796,"0602",171
"39","Alabama",5238,"0603",169
"40","Alabama",4765,"0604",159
"41","Alabama",5072,"0605",164
"42","Alabama",5092,"0606",170
"43","Alabama",5376,"0607",173
"44","Alabama",5880,"0608",190
"45","Alabama",5503,"0609",183
"46","Alabama",5512,"0610",178
"47","Alabama",5465,"0611",182
"48","Alabama",5457,"0612",176
"49","Alaska",831,"0301",27
"50","Alaska",757,"0302",27
"51","Alaska",876,"0303",28
"52","Alaska",831,"0304",28
"53","Alaska",821,"0305",26
"54","Alaska",841,"0306",28
"55","Alaska",892,"0307",29
"56","Alaska",908,"0308",29
"57","Alaska",895,"0309",30
"58","Alaska",822,"0310",27
"59","Alaska",780,"0311",26
"60","Alaska",832,"0312",27
"61","Alaska",841,"0401",27
"62","Alaska",805,"0402",28
"63","Alaska",945,"0403",30
"64","Alaska",811,"0404",27
"65","Alaska",875,"0405",28
"66","Alaska",887,"0406",30
"67","Alaska",863,"0407",28
"68","Alaska",872,"0408",28
"69","Alaska",858,"0409",29
"70","Alaska",870,"0410",28
"71","Alaska",807,"0411",27
"72","Alaska",904,"0412",29
"73","Alaska",812,"0501",26
"74","Alaska",765,"0502",27
"75","Alaska",973,"0503",31
"76","Alaska",854,"0504",28
"77","Alaska",862,"0505",28
"78","Alaska",921,"0506",31
"79","Alaska",866,"0507",28
"80","Alaska",896,"0508",29
"81","Alaska",877,"0509",29
"82","Alaska",844,"0510",27
"83","Alaska",886,"0511",30
"84","Alaska",903,"0512",29
"85","Alaska",821,"0601",26
"86","Alaska",837,"0602",30
"87","Alaska",906,"0603",29
"88","Alaska",912,"0604",30
"89","Alaska",967,"0605",31
"90","Alaska",917,"0606",31
"91","Alaska",957,"0607",31
"92","Alaska",1044,"0608",34
"93","Alaska",993,"0609",33
"94","Alaska",892,"0610",29
"95","Alaska",892,"0611",30
"96","Alaska",858,"0612",28
"97","Arizona",7544,"0301",243
"98","Arizona",6851,"0302",245
"99","Arizona",7300,"0303",235
"100","Arizona",7134,"0304",238
"101","Arizona",7385,"0305",238
"102","Arizona",7113,"0306",237
"103","Arizona",7947,"0307",256
"104","Arizona",8227,"0308",265
"105","Arizona",8222,"0309",274
"106","Arizona",8079,"0310",261
"107","Arizona",7235,"0311",241
"108","Arizona",7930,"0312",256
"109","Arizona",7594,"0401",245
"110","Arizona",7207,"0402",249
"111","Arizona",7777,"0403",251
"112","Arizona",7220,"0404",241
"113","Arizona",7258,"0405",234
"114","Arizona",7333,"0406",244
"115","Arizona",8025,"0407",259
"116","Arizona",8206,"0408",265
"117","Arizona",8600,"0409",287
"118","Arizona",8365,"0410",270
"119","Arizona",8029,"0411",268
"120","Arizona",8049,"0412",260
"121","Arizona",7728,"0501",249
"122","Arizona",7165,"0502",256
"123","Arizona",7978,"0503",257
"124","Arizona",7532,"0504",251
"125","Arizona",7615,"0505",246
"126","Arizona",7827,"0506",261
"127","Arizona",8317,"0507",268
"128","Arizona",8793,"0508",284
"129","Arizona",8764,"0509",292
"130","Arizona",8098,"0510",261
"131","Arizona",7966,"0511",266
"132","Arizona",8416,"0512",271
"133","Arizona",8105,"0601",261
"134","Arizona",7648,"0602",273
"135","Arizona",8384,"0603",270
"136","Arizona",7736,"0604",258
"137","Arizona",8131,"0605",262
"138","Arizona",8331,"0606",278
"139","Arizona",8938,"0607",288
"140","Arizona",9281,"0608",299
"141","Arizona",9220,"0609",307
"142","Arizona",9193,"0610",297
"143","Arizona",8660,"0611",289
"144","Arizona",8802,"0612",284
"145","Arkansas",3065,"0301",99
"146","Arkansas",2824,"0302",101
"147","Arkansas",3064,"0303",99
"148","Arkansas",3124,"0304",104
"149","Arkansas",3048,"0305",98
"150","Arkansas",3094,"0306",103
"151","Arkansas",3335,"0307",108
"152","Arkansas",3345,"0308",108
"153","Arkansas",3291,"0309",110
"154","Arkansas",3256,"0310",105
"155","Arkansas",2979,"0311",99
"156","Arkansas",3359,"0312",108
"157","Arkansas",3166,"0401",102
"158","Arkansas",3016,"0402",104
"159","Arkansas",3228,"0403",104
"160","Arkansas",2975,"0404",99
"161","Arkansas",2974,"0405",96
"162","Arkansas",3184,"0406",106
"163","Arkansas",3344,"0407",108
"164","Arkansas",3346,"0408",108
"165","Arkansas",3408,"0409",114
"166","Arkansas",3353,"0410",108
"167","Arkansas",3205,"0411",107
"168","Arkansas",3374,"0412",109
"169","Arkansas",3187,"0501",103
"170","Arkansas",3027,"0502",108
"171","Arkansas",3188,"0503",103
"172","Arkansas",2989,"0504",100
"173","Arkansas",3294,"0505",106
"174","Arkansas",3376,"0506",113
"175","Arkansas",3398,"0507",110
"176","Arkansas",3442,"0508",111
"177","Arkansas",3471,"0509",116
"178","Arkansas",3235,"0510",104
"179","Arkansas",3192,"0511",106
"180","Arkansas",3409,"0512",110
"181","Arkansas",3304,"0601",107
"182","Arkansas",3019,"0602",108
"183","Arkansas",3306,"0603",107
"184","Arkansas",2995,"0604",100
"185","Arkansas",3291,"0605",106
"186","Arkansas",3434,"0606",114
"187","Arkansas",3509,"0607",113
"188","Arkansas",3861,"0608",125
"189","Arkansas",3656,"0609",122
"190","Arkansas",3534,"0610",114
"191","Arkansas",3534,"0611",118
"192","Arkansas",3518,"0612",113
"193","California",44169,"0301",1425
"194","California",40862,"0302",1459
"195","California",44654,"0303",1440
"196","California",43267,"0304",1442
"197","California",46009,"0305",1484
"198","California",44185,"0306",1473
"199","California",47889,"0307",1545
"200","California",47772,"0308",1541
"201","California",47695,"0309",1590
"202","California",46812,"0310",1510
"203","California",42337,"0311",1411
"204","California",45346,"0312",1463
"205","California",44193,"0401",1426
"206","California",41116,"0402",1418
"207","California",44923,"0403",1449
"208","California",43426,"0404",1448
"209","California",43901,"0405",1416
"210","California",44642,"0406",1488
"211","California",47231,"0407",1524
"212","California",47976,"0408",1548
"213","California",48474,"0409",1616
"214","California",47751,"0410",1540
"215","California",45449,"0411",1515
"216","California",45761,"0412",1476
"217","California",44255,"0501",1428
"218","California",40751,"0502",1455
"219","California",45984,"0503",1483
"220","California",43542,"0504",1451
"221","California",44768,"0505",1444
"222","California",45356,"0506",1512
"223","California",47907,"0507",1545
"224","California",49600,"0508",1600
"225","California",49393,"0509",1646
"226","California",46468,"0510",1499
"227","California",44926,"0511",1498
"228","California",45932,"0512",1482
"229","California",44643,"0601",1440
"230","California",41157,"0602",1470
"231","California",46742,"0603",1508
"232","California",42898,"0604",1430
"233","California",46445,"0605",1498
"234","California",47082,"0606",1569
"235","California",49031,"0607",1582
"236","California",50756,"0608",1637
"237","California",49649,"0609",1655
"238","California",49170,"0610",1586
"239","California",47395,"0611",1580
"240","California",47472,"0612",1531
"241","Colorado",5532,"0301",178
"242","Colorado",5300,"0302",189
"243","Colorado",5845,"0303",189
"244","Colorado",5903,"0304",197
"245","Colorado",6218,"0305",201
"246","Colorado",5809,"0306",194
"247","Colorado",6148,"0307",198
"248","Colorado",6059,"0308",195
"249","Colorado",5852,"0309",195
"250","Colorado",5875,"0310",190
"251","Colorado",5198,"0311",173
"252","Colorado",5600,"0312",181
"253","Colorado",5501,"0401",177
"254","Colorado",5222,"0402",180
"255","Colorado",5787,"0403",187
"256","Colorado",5636,"0404",188
"257","Colorado",5788,"0405",187
"258","Colorado",5818,"0406",194
"259","Colorado",6101,"0407",197
"260","Colorado",5718,"0408",184
"261","Colorado",5927,"0409",198
"262","Colorado",5723,"0410",185
"263","Colorado",5542,"0411",185
"264","Colorado",5740,"0412",185
"265","Colorado",5478,"0501",177
"266","Colorado",5285,"0502",189
"267","Colorado",6087,"0503",196
"268","Colorado",5684,"0504",189
"269","Colorado",5844,"0505",189
"270","Colorado",5922,"0506",197
"271","Colorado",5956,"0507",192
"272","Colorado",5986,"0508",193
"273","Colorado",5993,"0509",200
"274","Colorado",5607,"0510",181
"275","Colorado",5460,"0511",182
"276","Colorado",5642,"0512",182
"277","Colorado",5452,"0601",176
"278","Colorado",5266,"0602",188
"279","Colorado",5951,"0603",192
"280","Colorado",5779,"0604",193
"281","Colorado",6222,"0605",201
"282","Colorado",6253,"0606",208
"283","Colorado",6120,"0607",197
"284","Colorado",6359,"0608",205
"285","Colorado",6100,"0609",203
"286","Colorado",5860,"0610",189
"287","Colorado",5640,"0611",188
"288","Colorado",5749,"0612",185
"289","Connecticut",3413,"0301",110
"290","Connecticut",3141,"0302",112
"291","Connecticut",3569,"0303",115
"292","Connecticut",3634,"0304",121
"293","Connecticut",3817,"0305",123
"294","Connecticut",3649,"0306",122
"295","Connecticut",3754,"0307",121
"296","Connecticut",3778,"0308",122
"297","Connecticut",3780,"0309",126
"298","Connecticut",3658,"0310",118
"299","Connecticut",3253,"0311",108
"300","Connecticut",3427,"0312",111
"301","Connecticut",3400,"0401",110
"302","Connecticut",3211,"0402",111
"303","Connecticut",3542,"0403",114
"304","Connecticut",3526,"0404",118
"305","Connecticut",3599,"0405",116
"306","Connecticut",3719,"0406",124
"307","Connecticut",3713,"0407",120
"308","Connecticut",3648,"0408",118
"309","Connecticut",3584,"0409",119
"310","Connecticut",3522,"0410",114
"311","Connecticut",3308,"0411",110
"312","Connecticut",3323,"0412",107
"313","Connecticut",3214,"0501",104
"314","Connecticut",3120,"0502",111
"315","Connecticut",3637,"0503",117
"316","Connecticut",3540,"0504",118
"317","Connecticut",3578,"0505",115
"318","Connecticut",3678,"0506",123
"319","Connecticut",3597,"0507",116
"320","Connecticut",3681,"0508",119
"321","Connecticut",3609,"0509",120
"322","Connecticut",3378,"0510",109
"323","Connecticut",3211,"0511",107
"324","Connecticut",3475,"0512",112
"325","Connecticut",3287,"0601",106
"326","Connecticut",3189,"0602",114
"327","Connecticut",3497,"0603",113
"328","Connecticut",3342,"0604",111
"329","Connecticut",3578,"0605",115
"330","Connecticut",3635,"0606",121
"331","Connecticut",3562,"0607",115
"332","Connecticut",3736,"0608",121
"333","Connecticut",3633,"0609",121
"334","Connecticut",3517,"0610",113
"335","Connecticut",3433,"0611",114
"336","Connecticut",3411,"0612",110
"337","Delaware",973,"0301",31
"338","Delaware",855,"0302",31
"339","Delaware",923,"0303",30
"340","Delaware",929,"0304",31
"341","Delaware",982,"0305",32
"342","Delaware",961,"0306",32
"343","Delaware",1004,"0307",32
"344","Delaware",940,"0308",30
"345","Delaware",974,"0309",32
"346","Delaware",953,"0310",31
"347","Delaware",909,"0311",30
"348","Delaware",926,"0312",30
"349","Delaware",901,"0401",29
"350","Delaware",933,"0402",32
"351","Delaware",983,"0403",32
"352","Delaware",917,"0404",31
"353","Delaware",938,"0405",30
"354","Delaware",911,"0406",30
"355","Delaware",1015,"0407",33
"356","Delaware",958,"0408",31
"357","Delaware",986,"0409",33
"358","Delaware",979,"0410",32
"359","Delaware",900,"0411",30
"360","Delaware",948,"0412",31
"361","Delaware",941,"0501",30
"362","Delaware",890,"0502",32
"363","Delaware",957,"0503",31
"364","Delaware",928,"0504",31
"365","Delaware",955,"0505",31
"366","Delaware",1009,"0506",34
"367","Delaware",992,"0507",32
"368","Delaware",1070,"0508",35
"369","Delaware",1038,"0509",35
"370","Delaware",950,"0510",31
"371","Delaware",950,"0511",32
"372","Delaware",963,"0512",31
"373","Delaware",938,"0601",30
"374","Delaware",941,"0602",34
"375","Delaware",1038,"0603",33
"376","Delaware",909,"0604",30
"377","Delaware",993,"0605",32
"378","Delaware",1082,"0606",36
"379","Delaware",1028,"0607",33
"380","Delaware",1085,"0608",35
"381","Delaware",1024,"0609",34
"382","Delaware",1018,"0610",33
"383","Delaware",962,"0611",32
"384","Delaware",971,"0612",31
"385","District of Columbia",629,"0301",20
"386","District of Columbia",573,"0302",20
"387","District of Columbia",609,"0303",20
"388","District of Columbia",590,"0304",20
"389","District of Columbia",622,"0305",20
"390","District of Columbia",682,"0306",23
"391","District of Columbia",668,"0307",22
"392","District of Columbia",672,"0308",22
"393","District of Columbia",665,"0309",22
"394","District of Columbia",650,"0310",21
"395","District of Columbia",611,"0311",20
"396","District of Columbia",648,"0312",21
"397","District of Columbia",639,"0401",21
"398","District of Columbia",613,"0402",21
"399","District of Columbia",684,"0403",22
"400","District of Columbia",602,"0404",20
"401","District of Columbia",648,"0405",21
"402","District of Columbia",682,"0406",23
"403","District of Columbia",694,"0407",22
"404","District of Columbia",639,"0408",21
"405","District of Columbia",665,"0409",22
"406","District of Columbia",680,"0410",22
"407","District of Columbia",687,"0411",23
"408","District of Columbia",700,"0412",23
"409","District of Columbia",686,"0501",22
"410","District of Columbia",624,"0502",22
"411","District of Columbia",657,"0503",21
"412","District of Columbia",614,"0504",20
"413","District of Columbia",626,"0505",20
"414","District of Columbia",642,"0506",21
"415","District of Columbia",689,"0507",22
"416","District of Columbia",726,"0508",23
"417","District of Columbia",711,"0509",24
"418","District of Columbia",651,"0510",21
"419","District of Columbia",649,"0511",22
"420","District of Columbia",696,"0512",22
"421","District of Columbia",701,"0601",23
"422","District of Columbia",641,"0602",23
"423","District of Columbia",713,"0603",23
"424","District of Columbia",660,"0604",22
"425","District of Columbia",681,"0605",22
"426","District of Columbia",679,"0606",23
"427","District of Columbia",684,"0607",22
"428","District of Columbia",784,"0608",25
"429","District of Columbia",765,"0609",26
"430","District of Columbia",781,"0610",25
"431","District of Columbia",705,"0611",24
"432","District of Columbia",729,"0612",24
"433","Florida",17516,"0301",565
"434","Florida",16128,"0302",576
"435","Florida",17053,"0303",550
"436","Florida",16717,"0304",557
"437","Florida",17346,"0305",560
"438","Florida",16654,"0306",555
"439","Florida",17899,"0307",577
"440","Florida",18674,"0308",602
"441","Florida",19237,"0309",641
"442","Florida",19189,"0310",619
"443","Florida",17202,"0311",573
"444","Florida",18635,"0312",601
"445","Florida",17807,"0401",574
"446","Florida",16620,"0402",573
"447","Florida",17646,"0403",569
"448","Florida",17365,"0404",579
"449","Florida",17170,"0405",554
"450","Florida",17705,"0406",590
"451","Florida",18600,"0407",600
"452","Florida",18867,"0408",609
"453","Florida",19546,"0409",652
"454","Florida",18911,"0410",610
"455","Florida",18388,"0411",613
"456","Florida",19428,"0412",627
"457","Florida",18477,"0501",596
"458","Florida",16988,"0502",607
"459","Florida",18519,"0503",597
"460","Florida",17273,"0504",576
"461","Florida",17930,"0505",578
"462","Florida",18412,"0506",614
"463","Florida",18967,"0507",612
"464","Florida",20382,"0508",657
"465","Florida",20643,"0509",688
"466","Florida",19344,"0510",624
"467","Florida",19589,"0511",653
"468","Florida",19716,"0512",636
"469","Florida",19246,"0601",621
"470","Florida",17912,"0602",640
"471","Florida",19511,"0603",629
"472","Florida",17575,"0604",586
"473","Florida",18786,"0605",606
"474","Florida",19025,"0606",634
"475","Florida",19720,"0607",636
"476","Florida",21611,"0608",697
"477","Florida",21369,"0609",712
"478","Florida",20970,"0610",676
"479","Florida",20189,"0611",673
"480","Florida",20888,"0612",674
"481","Georgia",11044,"0301",356
"482","Georgia",10364,"0302",370
"483","Georgia",11026,"0303",356
"484","Georgia",10839,"0304",361
"485","Georgia",11291,"0305",364
"486","Georgia",10862,"0306",362
"487","Georgia",11879,"0307",383
"488","Georgia",12111,"0308",391
"489","Georgia",12038,"0309",401
"490","Georgia",11931,"0310",385
"491","Georgia",10860,"0311",362
"492","Georgia",11734,"0312",379
"493","Georgia",11325,"0401",365
"494","Georgia",10563,"0402",364
"495","Georgia",11561,"0403",373
"496","Georgia",11061,"0404",369
"497","Georgia",11249,"0405",363
"498","Georgia",11420,"0406",381
"499","Georgia",12163,"0407",392
"500","Georgia",12030,"0408",388
"501","Georgia",12062,"0409",402
"502","Georgia",11845,"0410",382
"503","Georgia",11428,"0411",381
"504","Georgia",12142,"0412",392
"505","Georgia",11624,"0501",375
"506","Georgia",10686,"0502",382
"507","Georgia",11823,"0503",381
"508","Georgia",11043,"0504",368
"509","Georgia",11595,"0505",374
"510","Georgia",11899,"0506",397
"511","Georgia",12330,"0507",398
"512","Georgia",12716,"0508",410
"513","Georgia",12474,"0509",416
"514","Georgia",12000,"0510",387
"515","Georgia",11745,"0511",392
"516","Georgia",12265,"0512",396
"517","Georgia",11947,"0601",385
"518","Georgia",11141,"0602",398
"519","Georgia",12464,"0603",402
"520","Georgia",11117,"0604",371
"521","Georgia",11981,"0605",386
"522","Georgia",12056,"0606",402
"523","Georgia",12610,"0607",407
"524","Georgia",13476,"0608",435
"525","Georgia",13137,"0609",438
"526","Georgia",13175,"0610",425
"527","Georgia",12686,"0611",423
"528","Georgia",12843,"0612",414
"529","Hawaii",1442,"0301",47
"530","Hawaii",1366,"0302",49
"531","Hawaii",1467,"0303",47
"532","Hawaii",1433,"0304",48
"533","Hawaii",1580,"0305",51
"534","Hawaii",1451,"0306",48
"535","Hawaii",1518,"0307",49
"536","Hawaii",1521,"0308",49
"537","Hawaii",1629,"0309",54
"538","Hawaii",1608,"0310",52
"539","Hawaii",1511,"0311",50
"540","Hawaii",1574,"0312",51
"541","Hawaii",1499,"0401",48
"542","Hawaii",1485,"0402",51
"543","Hawaii",1490,"0403",48
"544","Hawaii",1480,"0404",49
"545","Hawaii",1562,"0405",50
"546","Hawaii",1546,"0406",52
"547","Hawaii",1491,"0407",48
"548","Hawaii",1505,"0408",49
"549","Hawaii",1649,"0409",55
"550","Hawaii",1585,"0410",51
"551","Hawaii",1430,"0411",48
"552","Hawaii",1559,"0412",50
"553","Hawaii",1497,"0501",48
"554","Hawaii",1336,"0502",48
"555","Hawaii",1470,"0503",47
"556","Hawaii",1493,"0504",50
"557","Hawaii",1520,"0505",49
"558","Hawaii",1483,"0506",49
"559","Hawaii",1475,"0507",48
"560","Hawaii",1498,"0508",48
"561","Hawaii",1601,"0509",53
"562","Hawaii",1499,"0510",48
"563","Hawaii",1571,"0511",52
"564","Hawaii",1481,"0512",48
"565","Hawaii",1638,"0601",53
"566","Hawaii",1425,"0602",51
"567","Hawaii",1606,"0603",52
"568","Hawaii",1455,"0604",48
"569","Hawaii",1558,"0605",50
"570","Hawaii",1558,"0606",52
"571","Hawaii",1574,"0607",51
"572","Hawaii",1739,"0608",56
"573","Hawaii",1654,"0609",55
"574","Hawaii",1659,"0610",54
"575","Hawaii",1562,"0611",52
"576","Hawaii",1554,"0612",50
"577","Idaho",1701,"0301",55
"578","Idaho",1569,"0302",56
"579","Idaho",1829,"0303",59
"580","Idaho",1889,"0304",63
"581","Idaho",1920,"0305",62
"582","Idaho",1824,"0306",61
"583","Idaho",1969,"0307",64
"584","Idaho",1909,"0308",62
"585","Idaho",1898,"0309",63
"586","Idaho",1843,"0310",59
"587","Idaho",1655,"0311",55
"588","Idaho",1794,"0312",58
"589","Idaho",1739,"0401",56
"590","Idaho",1669,"0402",58
"591","Idaho",1957,"0403",63
"592","Idaho",1927,"0404",64
"593","Idaho",1933,"0405",62
"594","Idaho",1971,"0406",66
"595","Idaho",1961,"0407",63
"596","Idaho",1889,"0408",61
"597","Idaho",1885,"0409",63
"598","Idaho",1922,"0410",62
"599","Idaho",1806,"0411",60
"600","Idaho",1873,"0412",60
"601","Idaho",1838,"0501",59
"602","Idaho",1719,"0502",61
"603","Idaho",1961,"0503",63
"604","Idaho",1873,"0504",62
"605","Idaho",2061,"0505",66
"606","Idaho",1967,"0506",66
"607","Idaho",2005,"0507",65
"608","Idaho",2001,"0508",65
"609","Idaho",1973,"0509",66
"610","Idaho",1920,"0510",62
"611","Idaho",1834,"0511",61
"612","Idaho",1910,"0512",62
"613","Idaho",1846,"0601",60
"614","Idaho",1811,"0602",65
"615","Idaho",2074,"0603",67
"616","Idaho",1870,"0604",62
"617","Idaho",2131,"0605",69
"618","Idaho",2113,"0606",70
"619","Idaho",2142,"0607",69
"620","Idaho",2089,"0608",67
"621","Idaho",2063,"0609",69
"622","Idaho",2097,"0610",68
"623","Idaho",2036,"0611",68
"624","Idaho",1912,"0612",62
"625","Illinois",14609,"0301",471
"626","Illinois",13742,"0302",491
"627","Illinois",15071,"0303",486
"628","Illinois",14556,"0304",485
"629","Illinois",15789,"0305",509
"630","Illinois",15386,"0306",513
"631","Illinois",16647,"0307",537
"632","Illinois",16208,"0308",523
"633","Illinois",15646,"0309",522
"634","Illinois",15667,"0310",505
"635","Illinois",14117,"0311",471
"636","Illinois",15057,"0312",486
"637","Illinois",14518,"0401",468
"638","Illinois",14063,"0402",485
"639","Illinois",15542,"0403",501
"640","Illinois",14892,"0404",496
"641","Illinois",15386,"0405",496
"642","Illinois",15641,"0406",521
"643","Illinois",16181,"0407",522
"644","Illinois",15428,"0408",498
"645","Illinois",14890,"0409",496
"646","Illinois",14961,"0410",483
"647","Illinois",14539,"0411",485
"648","Illinois",14737,"0412",475
"649","Illinois",14163,"0501",457
"650","Illinois",13661,"0502",488
"651","Illinois",15014,"0503",484
"652","Illinois",14869,"0504",496
"653","Illinois",15643,"0505",505
"654","Illinois",15315,"0506",510
"655","Illinois",15683,"0507",506
"656","Illinois",15737,"0508",508
"657","Illinois",15444,"0509",515
"658","Illinois",14641,"0510",472
"659","Illinois",14070,"0511",469
"660","Illinois",14780,"0512",477
"661","Illinois",14146,"0601",456
"662","Illinois",13789,"0602",492
"663","Illinois",15180,"0603",490
"664","Illinois",14241,"0604",475
"665","Illinois",15581,"0605",503
"666","Illinois",15513,"0606",517
"667","Illinois",15973,"0607",515
"668","Illinois",16168,"0608",522
"669","Illinois",15456,"0609",515
"670","Illinois",15363,"0610",496
"671","Illinois",14415,"0611",480
"672","Illinois",14747,"0612",476
"673","Indiana",6825,"0301",220
"674","Indiana",6346,"0302",227
"675","Indiana",7131,"0303",230
"676","Indiana",6927,"0304",231
"677","Indiana",7359,"0305",237
"678","Indiana",7187,"0306",240
"679","Indiana",7735,"0307",250
"680","Indiana",7722,"0308",249
"681","Indiana",7688,"0309",256
"682","Indiana",7435,"0310",240
"683","Indiana",6843,"0311",228
"684","Indiana",7236,"0312",233
"685","Indiana",7004,"0401",226
"686","Indiana",6982,"0402",241
"687","Indiana",7544,"0403",243
"688","Indiana",6994,"0404",233
"689","Indiana",7373,"0405",238
"690","Indiana",7240,"0406",241
"691","Indiana",7788,"0407",251
"692","Indiana",7501,"0408",242
"693","Indiana",7251,"0409",242
"694","Indiana",7187,"0410",232
"695","Indiana",7075,"0411",236
"696","Indiana",7203,"0412",232
"697","Indiana",6859,"0501",221
"698","Indiana",6593,"0502",235
"699","Indiana",7514,"0503",242
"700","Indiana",7089,"0504",236
"701","Indiana",7307,"0505",236
"702","Indiana",7374,"0506",246
"703","Indiana",7469,"0507",241
"704","Indiana",7736,"0508",250
"705","Indiana",7676,"0509",256
"706","Indiana",7312,"0510",236
"707","Indiana",7055,"0511",235
"708","Indiana",7209,"0512",233
"709","Indiana",7084,"0601",229
"710","Indiana",6765,"0602",242
"711","Indiana",7618,"0603",246
"712","Indiana",6894,"0604",230
"713","Indiana",7653,"0605",247
"714","Indiana",7437,"0606",248
"715","Indiana",7667,"0607",247
"716","Indiana",8001,"0608",258
"717","Indiana",7742,"0609",258
"718","Indiana",7640,"0610",246
"719","Indiana",7024,"0611",234
"720","Indiana",7106,"0612",229
"721","Iowa",3028,"0301",98
"722","Iowa",2971,"0302",106
"723","Iowa",3207,"0303",103
"724","Iowa",3072,"0304",102
"725","Iowa",3462,"0305",112
"726","Iowa",3086,"0306",103
"727","Iowa",3327,"0307",107
"728","Iowa",3313,"0308",107
"729","Iowa",3335,"0309",111
"730","Iowa",3339,"0310",108
"731","Iowa",2894,"0311",96
"732","Iowa",3140,"0312",101
"733","Iowa",3093,"0401",100
"734","Iowa",3104,"0402",107
"735","Iowa",3250,"0403",105
"736","Iowa",3167,"0404",106
"737","Iowa",3132,"0405",101
"738","Iowa",3224,"0406",107
"739","Iowa",3308,"0407",107
"740","Iowa",3351,"0408",108
"741","Iowa",3311,"0409",110
"742","Iowa",3205,"0410",103
"743","Iowa",3160,"0411",105
"744","Iowa",3133,"0412",101
"745","Iowa",3107,"0501",100
"746","Iowa",2950,"0502",105
"747","Iowa",3321,"0503",107
"748","Iowa",3180,"0504",106
"749","Iowa",3294,"0505",106
"750","Iowa",3362,"0506",112
"751","Iowa",3411,"0507",110
"752","Iowa",3473,"0508",112
"753","Iowa",3424,"0509",114
"754","Iowa",3234,"0510",104
"755","Iowa",3151,"0511",105
"756","Iowa",3404,"0512",110
"757","Iowa",3157,"0601",102
"758","Iowa",3007,"0602",107
"759","Iowa",3576,"0603",115
"760","Iowa",3158,"0604",105
"761","Iowa",3458,"0605",112
"762","Iowa",3492,"0606",116
"763","Iowa",3562,"0607",115
"764","Iowa",3679,"0608",119
"765","Iowa",3487,"0609",116
"766","Iowa",3481,"0610",112
"767","Iowa",3251,"0611",108
"768","Iowa",3299,"0612",106
"769","Kansas",3312,"0301",107
"770","Kansas",3008,"0302",107
"771","Kansas",3186,"0303",103
"772","Kansas",3217,"0304",107
"773","Kansas",3338,"0305",108
"774","Kansas",3278,"0306",109
"775","Kansas",3542,"0307",114
"776","Kansas",3508,"0308",113
"777","Kansas",3372,"0309",112
"778","Kansas",3369,"0310",109
"779","Kansas",3033,"0311",101
"780","Kansas",3313,"0312",107
"781","Kansas",3130,"0401",101
"782","Kansas",3050,"0402",105
"783","Kansas",3422,"0403",110
"784","Kansas",3284,"0404",109
"785","Kansas",3236,"0405",104
"786","Kansas",3269,"0406",109
"787","Kansas",3447,"0407",111
"788","Kansas",3485,"0408",112
"789","Kansas",3437,"0409",115
"790","Kansas",3323,"0410",107
"791","Kansas",3171,"0411",106
"792","Kansas",3415,"0412",110
"793","Kansas",3128,"0501",101
"794","Kansas",2994,"0502",107
"795","Kansas",3415,"0503",110
"796","Kansas",3224,"0504",107
"797","Kansas",3300,"0505",106
"798","Kansas",3456,"0506",115
"799","Kansas",3370,"0507",109
"800","Kansas",3635,"0508",117
"801","Kansas",3513,"0509",117
"802","Kansas",3239,"0510",104
"803","Kansas",3220,"0511",107
"804","Kansas",3394,"0512",109
"805","Kansas",3266,"0601",105
"806","Kansas",3072,"0602",110
"807","Kansas",3506,"0603",113
"808","Kansas",3184,"0604",106
"809","Kansas",3448,"0605",111
"810","Kansas",3403,"0606",113
"811","Kansas",3613,"0607",117
"812","Kansas",3744,"0608",121
"813","Kansas",3562,"0609",119
"814","Kansas",3407,"0610",110
"815","Kansas",3288,"0611",110
"816","Kansas",3475,"0612",112
"817","Kentucky",4363,"0301",141
"818","Kentucky",4085,"0302",146
"819","Kentucky",4497,"0303",145
"820","Kentucky",4463,"0304",149
"821","Kentucky",4679,"0305",151
"822","Kentucky",4453,"0306",148
"823","Kentucky",4972,"0307",160
"824","Kentucky",4950,"0308",160
