"","County","M","median","low","high"
"1878",22079,6,150,140,160
"1879",22079,7,160,150,170
"1880",22079,8,160,160,180
"1881",22079,9,170,170,180
"1882",22079,10,160,150,170
"1883",22079,11,160,140,170
"1884",22079,12,170,160,180
"1885",22103,1,220,200,240
"1886",22103,2,210,200,220
"1887",22103,3,240,230,250
"1888",22103,4,220,210,240
"1889",22103,5,230,210,240
"1890",22103,6,230,210,240
"1891",22103,7,240,230,260
"1892",22103,8,240,240,270
"1893",22103,9,240,220,270
"1894",22103,10,240,220,260
"1895",22103,11,220,220,240
"1896",22103,12,230,220,250
"1897",23001,1,110,100,110
"1898",23001,2,100,90,110
"1899",23001,3,110,100,120
"1900",23001,4,110,100,110
"1901",23001,5,110,100,120
"1902",23001,6,110,100,120
"1903",23001,7,110,100,120
"1904",23001,8,110,110,120
"1905",23001,9,110,110,120
"1906",23001,10,110,100,120
"1907",23001,11,100,90,110
"1908",23001,12,100,100,110
"1909",23005,1,230,220,240
"1910",23005,2,220,210,240
"1911",23005,3,260,240,260
"1912",23005,4,250,230,260
"1913",23005,5,260,250,270
"1914",23005,6,260,250,270
"1915",23005,7,260,240,270
"1916",23005,8,260,250,280
"1917",23005,9,250,240,260
"1918",23005,10,250,240,260
"1919",23005,11,220,210,230
"1920",23005,12,230,220,240
"1921",23011,1,100,90,100
"1922",23011,2,90,80,100
"1923",23011,3,100,100,110
"1924",23011,4,100,90,100
"1925",23011,5,110,100,120
"1926",23011,6,100,100,110
"1927",23011,7,110,110,120
"1928",23011,8,110,100,120
"1929",23011,9,100,100,110
"1930",23011,10,100,90,110
"1931",23011,11,100,80,100
"1932",23011,12,100,90,100
"1933",23019,1,120,120,130
"1934",23019,2,120,110,130
"1935",23019,3,140,120,140
"1936",23019,4,130,120,140
"1937",23019,5,130,120,140
"1938",23019,6,130,120,140
"1939",23019,7,130,120,140
"1940",23019,8,140,130,140
"1941",23019,9,130,120,130
"1942",23019,10,130,120,140
"1943",23019,11,120,110,130
"1944",23019,12,120,110,130
"1945",23031,1,160,150,160
"1946",23031,2,150,140,160
"1947",23031,3,170,150,190
"1948",23031,4,170,150,180
"1949",23031,5,180,150,190
"1950",23031,6,170,160,180
"1951",23031,7,180,160,190
"1952",23031,8,180,170,190
"1953",23031,9,180,160,190
"1954",23031,10,160,160,180
"1955",23031,11,150,140,160
"1956",23031,12,160,140,160
"1957",24003,1,540,520,550
"1958",24003,2,500,480,520
"1959",24003,3,570,540,580
"1960",24003,4,540,530,560
"1961",24003,5,560,550,580
"1962",24003,6,560,550,580
"1963",24003,7,580,570,610
"1964",24003,8,600,580,630
"1965",24003,9,600,570,610
"1966",24003,10,570,550,590
"1967",24003,11,530,510,560
"1968",24003,12,550,520,570
"1969",24005,1,760,730,810
"1970",24005,2,720,680,760
"1971",24005,3,790,770,820
"1972",24005,4,770,720,780
"1973",24005,5,800,760,830
"1974",24005,6,790,750,830
"1975",24005,7,840,810,860
"1976",24005,8,850,800,890
"1977",24005,9,840,780,870
"1978",24005,10,780,770,850
"1979",24005,11,750,700,800
"1980",24005,12,820,730,840
"1981",24013,1,150,140,160
"1982",24013,2,150,130,160
"1983",24013,3,170,140,180
"1984",24013,4,160,140,160
"1985",24013,5,160,140,180
"1986",24013,6,160,140,170
"1987",24013,7,160,160,190
"1988",24013,8,170,150,180
"1989",24013,9,160,140,180
"1990",24013,10,160,140,160
"1991",24013,11,140,120,160
"1992",24013,12,150,140,160
"1993",24017,1,140,130,140
"1994",24017,2,140,130,150
"1995",24017,3,150,140,160
"1996",24017,4,140,140,160
"1997",24017,5,140,140,160
"1998",24017,6,150,140,150
"1999",24017,7,150,140,160
"2000",24017,8,150,140,170
"2001",24017,9,160,140,170
"2002",24017,10,150,140,160
"2003",24017,11,140,130,150
"2004",24017,12,150,140,160
"2005",24021,1,220,200,230
"2006",24021,2,210,200,230
"2007",24021,3,240,220,250
"2008",24021,4,230,220,230
"2009",24021,5,240,230,260
"2010",24021,6,240,220,240
"2011",24021,7,240,230,260
"2012",24021,8,260,230,260
"2013",24021,9,230,230,250
"2014",24021,10,240,220,260
"2015",24021,11,220,200,230
"2016",24021,12,230,210,240
"2017",24025,1,240,210,240
"2018",24025,2,220,210,230
"2019",24025,3,240,230,260
"2020",24025,4,230,220,250
"2021",24025,5,250,240,260
"2022",24025,6,250,230,260
"2023",24025,7,240,240,260
"2024",24025,8,250,250,260
"2025",24025,9,250,240,260
"2026",24025,10,240,230,260
"2027",24025,11,220,210,230
"2028",24025,12,230,220,240
"2029",24027,1,270,260,280
"2030",24027,2,250,240,280
"2031",24027,3,290,280,300
"2032",24027,4,290,260,290
"2033",24027,5,300,290,300
"2034",24027,6,280,280,300
"2035",24027,7,310,290,320
"2036",24027,8,300,290,310
"2037",24027,9,290,280,310
"2038",24027,10,290,280,310
"2039",24027,11,280,270,290
"2040",24027,12,280,270,290
"2041",24031,1,1080,1030,1110
"2042",24031,2,1000,920,1020
"2043",24031,3,1100,1060,1120
"2044",24031,4,1060,1020,1130
"2045",24031,5,1120,1090,1160
"2046",24031,6,1120,1080,1150
"2047",24031,7,1130,1120,1180
"2048",24031,8,1170,1120,1200
"2049",24031,9,1110,1090,1160
"2050",24031,10,1120,1090,1150
"2051",24031,11,1080,1040,1110
"2052",24031,12,1090,1060,1140
"2053",24033,1,1020,990,1040
"2054",24033,2,940,900,960
"2055",24033,3,1020,1000,1040
"2056",24033,4,960,930,970
"2057",24033,5,1020,1000,1030
"2058",24033,6,1000,980,1050
"2059",24033,7,1080,1060,1100
"2060",24033,8,1080,1050,1100
"2061",24033,9,1060,1040,1090
"2062",24033,10,1040,1000,1070
"2063",24033,11,990,960,1010
"2064",24033,12,1060,1020,1060
"2065",24043,1,140,130,150
"2066",24043,2,130,130,140
"2067",24043,3,140,140,150
"2068",24043,4,130,130,140
"2069",24043,5,140,140,150
"2070",24043,6,140,140,160
"2071",24043,7,140,140,160
"2072",24043,8,140,140,150
"2073",24043,9,140,130,150
"2074",24043,10,140,130,160
"2075",24043,11,140,120,140
"2076",24043,12,150,130,160
"2077",24510,1,840,790,870
"2078",24510,2,750,720,800
"2079",24510,3,790,750,840
"2080",24510,4,760,720,790
"2081",24510,5,790,750,840
"2082",24510,6,800,760,850
"2083",24510,7,840,800,880
"2084",24510,8,840,790,870
"2085",24510,9,810,790,830
"2086",24510,10,790,770,830
"2087",24510,11,770,730,790
"2088",24510,12,820,790,840
"2089",25001,1,150,140,160
"2090",25001,2,140,130,150
"2091",25001,3,160,140,180
"2092",25001,4,160,140,170
"2093",25001,5,170,140,180
"2094",25001,6,160,140,180
"2095",25001,7,160,150,180
"2096",25001,8,170,150,170
"2097",25001,9,170,150,180
"2098",25001,10,150,140,170
"2099",25001,11,140,140,150
"2100",25001,12,150,140,160
"2101",25003,1,100,90,110
"2102",25003,2,90,90,100
"2103",25003,3,110,90,120
"2104",25003,4,100,90,100
"2105",25003,5,110,100,130
"2106",25003,6,110,100,120
"2107",25003,7,110,100,120
"2108",25003,8,110,100,120
"2109",25003,9,100,100,110
"2110",25003,10,100,100,110
"2111",25003,11,90,90,100
"2112",25003,12,100,90,110
"2113",25005,1,510,480,530
"2114",25005,2,490,440,500
"2115",25005,3,540,480,570
"2116",25005,4,540,480,560
"2117",25005,5,560,510,580
"2118",25005,6,560,510,580
"2119",25005,7,570,540,600
"2120",25005,8,580,530,590
"2121",25005,9,550,520,570
"2122",25005,10,540,510,560
"2123",25005,11,500,460,520
"2124",25005,12,490,470,520
"2125",25009,1,730,710,760
"2126",25009,2,700,630,720
"2127",25009,3,770,690,800
"2128",25009,4,760,700,790
"2129",25009,5,800,740,850
"2130",25009,6,800,750,830
"2131",25009,7,810,780,860
"2132",25009,8,810,770,840
"2133",25009,9,780,720,810
"2134",25009,10,760,750,790
"2135",25009,11,700,670,740
"2136",25009,12,730,700,780
"2137",25013,1,470,440,470
"2138",25013,2,430,410,450
"2139",25013,3,480,450,520
"2140",25013,4,460,440,480
"2141",25013,5,480,460,500
"2142",25013,6,490,460,500
"2143",25013,7,490,480,530
"2144",25013,8,520,490,540
"2145",25013,9,490,470,510
"2146",25013,10,480,450,490
"2147",25013,11,450,440,470
"2148",25013,12,460,430,480
"2149",25015,1,90,90,100
"2150",25015,2,90,90,100
"2151",25015,3,100,90,110
"2152",25015,4,100,90,110
"2153",25015,5,110,100,120
"2154",25015,6,100,100,110
"2155",25015,7,110,100,120
"2156",25015,8,110,100,110
"2157",25015,9,100,90,110
"2158",25015,10,100,90,110
"2159",25015,11,100,80,100
"2160",25015,12,90,90,100
"2161",25017,1,1460,1390,1510
"2162",25017,2,1370,1320,1420
"2163",25017,3,1520,1480,1600
"2164",25017,4,1520,1490,1560
"2165",25017,5,1640,1570,1740
"2166",25017,6,1580,1540,1630
"2167",25017,7,1650,1590,1690
"2168",25017,8,1620,1570,1640
"2169",25017,9,1550,1510,1590
"2170",25017,10,1510,1480,1560
"2171",25017,11,1420,1390,1490
"2172",25017,12,1430,1400,1500
"2173",25021,1,630,600,640
"2174",25021,2,580,540,630
"2175",25021,3,670,630,690
"2176",25021,4,640,610,710
"2177",25021,5,700,630,750
"2178",25021,6,670,640,720
"2179",25021,7,710,650,720
"2180",25021,8,700,640,740
"2181",25021,9,660,620,690
"2182",25021,10,660,630,700
"2183",25021,11,620,580,630
"2184",25021,12,610,580,640
"2185",25023,1,460,410,500
"2186",25023,2,450,390,480
"2187",25023,3,510,460,550
"2188",25023,4,510,440,540
"2189",25023,5,510,440,550
"2190",25023,6,530,450,560
"2191",25023,7,510,490,580
"2192",25023,8,510,490,550
"2193",25023,9,500,470,550
"2194",25023,10,510,460,540
"2195",25023,11,470,420,480
"2196",25023,12,460,440,510
"2197",25025,1,760,750,800
"2198",25025,2,710,700,740
"2199",25025,3,790,760,800
"2200",25025,4,750,740,770
"2201",25025,5,800,780,830
"2202",25025,6,810,760,830
"2203",25025,7,840,810,860
"2204",25025,8,830,820,860
"2205",25025,9,810,800,830
"2206",25025,10,800,780,810
"2207",25025,11,760,730,800
"2208",25025,12,780,760,790
"2209",25027,1,760,700,800
"2210",25027,2,730,660,750
"2211",25027,3,810,760,840
"2212",25027,4,800,750,820
"2213",25027,5,850,780,880
"2214",25027,6,820,770,850
"2215",25027,7,840,820,880
"2216",25027,8,860,800,880
"2217",25027,9,830,770,850
"2218",25027,10,790,760,820
"2219",25027,11,750,700,780
"2220",25027,12,770,720,800
"2221",26017,1,100,90,100
"2222",26017,2,90,90,100
"2223",26017,3,100,90,120
"2224",26017,4,100,100,120
"2225",26017,5,110,100,120
"2226",26017,6,100,90,110
"2227",26017,7,100,100,110
"2228",26017,8,100,100,110
"2229",26017,9,110,100,120
"2230",26017,10,100,90,110
"2231",26017,11,100,90,100
"2232",26017,12,100,90,110
"2233",26021,1,170,160,170
"2234",26021,2,160,140,170
"2235",26021,3,180,170,180
"2236",26021,4,160,160,170
"2237",26021,5,170,160,190
"2238",26021,6,170,160,190
"2239",26021,7,180,180,190
"2240",26021,8,180,170,200
"2241",26021,9,180,160,190
"2242",26021,10,170,160,180
"2243",26021,11,170,150,180
"2244",26021,12,170,160,180
"2245",26025,1,150,140,150
"2246",26025,2,140,130,150
"2247",26025,3,150,140,160
"2248",26025,4,140,140,150
"2249",26025,5,150,140,160
"2250",26025,6,160,150,160
"2251",26025,7,160,150,170
"2252",26025,8,160,150,180
"2253",26025,9,150,150,160
"2254",26025,10,150,130,160
"2255",26025,11,140,140,150
"2256",26025,12,140,140,150
"2257",26049,1,500,440,520
"2258",26049,2,470,420,500
"2259",26049,3,520,450,540
"2260",26049,4,520,440,530
"2261",26049,5,520,450,540
"2262",26049,6,510,450,540
"2263",26049,7,530,470,550
"2264",26049,8,530,460,550
"2265",26049,9,510,440,530
"2266",26049,10,490,420,520
"2267",26049,11,460,410,490
"2268",26049,12,500,440,510
"2269",26065,1,300,260,300
"2270",26065,2,270,250,290
"2271",26065,3,300,290,320
"2272",26065,4,300,270,320
"2273",26065,5,310,290,330
"2274",26065,6,310,300,320
"2275",26065,7,300,290,340
"2276",26065,8,310,300,330
"2277",26065,9,300,300,320
"2278",26065,10,300,290,310
"2279",26065,11,280,260,290
"2280",26065,12,290,280,310
"2281",26075,1,160,150,170
"2282",26075,2,150,130,160
"2283",26075,3,180,160,180
"2284",26075,4,160,150,170
"2285",26075,5,160,150,170
"2286",26075,6,170,150,180
"2287",26075,7,180,170,190
"2288",26075,8,170,170,180
"2289",26075,9,170,160,170
"2290",26075,10,160,150,180
"2291",26075,11,160,140,160
"2292",26075,12,160,150,170
"2293",26077,1,250,240,260
"2294",26077,2,240,230,250
"2295",26077,3,270,260,280
"2296",26077,4,260,250,270
"2297",26077,5,270,270,280
"2298",26077,6,260,250,280
"2299",26077,7,280,260,290
"2300",26077,8,270,260,290
"2301",26077,9,270,250,280
"2302",26077,10,260,250,270
"2303",26077,11,240,230,250
"2304",26077,12,250,250,260
"2305",26081,1,730,690,760
"2306",26081,2,680,660,730
"2307",26081,3,770,750,810
"2308",26081,4,740,730,780
"2309",26081,5,800,780,830
"2310",26081,6,780,760,800
"2311",26081,7,810,790,820
"2312",26081,8,800,770,830
"2313",26081,9,770,760,790
"2314",26081,10,750,730,780
"2315",26081,11,720,680,740
"2316",26081,12,720,700,740
"2317",26093,1,140,130,150
"2318",26093,2,140,130,150
"2319",26093,3,160,150,160
"2320",26093,4,150,140,160
"2321",26093,5,170,160,180
"2322",26093,6,160,150,180
"2323",26093,7,160,160,180
"2324",26093,8,160,150,180
"2325",26093,9,160,150,170
"2326",26093,10,150,150,160
"2327",26093,11,140,130,140
"2328",26093,12,150,140,160
"2329",26099,1,740,720,790
"2330",26099,2,730,690,760
"2331",26099,3,830,800,880
"2332",26099,4,820,770,830
"2333",26099,5,860,830,880
"2334",26099,6,860,800,870
"2335",26099,7,890,850,910
"2336",26099,8,870,850,900
"2337",26099,9,840,790,870
"2338",26099,10,780,770,830
"2339",26099,11,740,730,780
"2340",26099,12,790,760,800
"2341",26115,1,140,120,140
"2342",26115,2,130,120,140
"2343",26115,3,150,140,160
"2344",26115,4,140,130,150
"2345",26115,5,140,140,160
"2346",26115,6,150,140,160
"2347",26115,7,160,140,170
"2348",26115,8,150,150,160
"2349",26115,9,150,140,160
"2350",26115,10,140,130,150
"2351",26115,11,130,120,140
"2352",26115,12,130,120,150
"2353",26121,1,190,170,200
"2354",26121,2,170,160,190
"2355",26121,3,200,190,200
"2356",26121,4,190,180,200
"2357",26121,5,200,190,200
"2358",26121,6,200,190,200
"2359",26121,7,210,200,210
"2360",26121,8,200,190,220
"2361",26121,9,190,180,210
"2362",26121,10,190,170,210
"2363",26121,11,170,160,190
"2364",26121,12,180,180,200
"2365",26125,1,1150,1090,1250
"2366",26125,2,1120,1030,1190
"2367",26125,3,1280,1130,1370
"2368",26125,4,1270,1110,1350
"2369",26125,5,1290,1190,1420
"2370",26125,6,1300,1140,1350
"2371",26125,7,1270,1250,1410
"2372",26125,8,1290,1220,1380
"2373",26125,9,1210,1160,1320
"2374",26125,10,1220,1150,1290
"2375",26125,11,1130,1100,1200
"2376",26125,12,1160,1080,1220
"2377",26139,1,270,260,280
"2378",26139,2,270,250,280
"2379",26139,3,300,290,320
"2380",26139,4,290,270,300
"2381",26139,5,310,290,320
"2382",26139,6,290,280,310
"2383",26139,7,300,280,310
"2384",26139,8,310,290,320
"2385",26139,9,290,270,300
"2386",26139,10,280,270,300
"2387",26139,11,280,250,280
"2388",26139,12,270,260,290
"2389",26145,1,220,200,230
"2390",26145,2,200,170,220
"2391",26145,3,230,200,240
"2392",26145,4,220,190,230
"2393",26145,5,220,200,240
"2394",26145,6,230,200,240
"2395",26145,7,220,210,250
"2396",26145,8,230,210,240
"2397",26145,9,210,190,240
"2398",26145,10,220,200,240
"2399",26145,11,200,180,220
"2400",26145,12,210,200,220
"2401",26147,1,150,130,160
"2402",26147,2,140,130,160
"2403",26147,3,160,130,170
"2404",26147,4,160,140,170
"2405",26147,5,170,150,180
"2406",26147,6,160,140,190
"2407",26147,7,170,160,180
"2408",26147,8,170,150,190
"2409",26147,9,170,140,180
"2410",26147,10,160,140,180
"2411",26147,11,150,130,160
"2412",26147,12,150,140,160
"2413",26161,1,320,300,320
"2414",26161,2,300,290,330
"2415",26161,3,340,320,360
"2416",26161,4,340,310,350
"2417",26161,5,340,340,360
"2418",26161,6,330,320,350
"2419",26161,7,340,330,370
"2420",26161,8,350,340,360
"2421",26161,9,330,330,340
"2422",26161,10,330,320,340
"2423",26161,11,300,290,310
"2424",26161,12,300,290,320
"2425",26163,1,2330,2030,2600
"2426",26163,2,2150,1930,2380
"2427",26163,3,2370,2130,2610
"2428",26163,4,2280,1950,2480
"2429",26163,5,2320,2060,2640
"2430",26163,6,2290,2010,2570
"2431",26163,7,2350,2150,2650
"2432",26163,8,2470,2150,2750
"2433",26163,9,2330,2010,2520
"2434",26163,10,2250,2000,2550
"2435",26163,11,2200,1950,2380
"2436",26163,12,2320,2030,2470
"2437",27003,1,340,330,350
"2438",27003,2,330,310,350
"2439",27003,3,360,350,370
"2440",27003,4,360,340,380
"2441",27003,5,380,350,380
"2442",27003,6,360,350,380
"2443",27003,7,370,360,390
"2444",27003,8,380,360,400
"2445",27003,9,360,350,380
"2446",27003,10,350,340,360
"2447",27003,11,340,320,350
"2448",27003,12,340,330,350
"2449",27037,1,420,400,430
"2450",27037,2,400,390,430
"2451",27037,3,440,420,460
"2452",27037,4,450,430,470
"2453",27037,5,470,460,490
"2454",27037,6,460,440,470
"2455",27037,7,480,460,480
"2456",27037,8,460,450,480
"2457",27037,9,460,450,470
"2458",27037,10,460,430,470
"2459",27037,11,410,390,420
"2460",27037,12,420,400,440
"2461",27053,1,1290,1250,1350
"2462",27053,2,1240,1200,1260
"2463",27053,3,1390,1350,1400
"2464",27053,4,1320,1310,1380
"2465",27053,5,1440,1410,1460
"2466",27053,6,1390,1370,1410
"2467",27053,7,1440,1380,1480
"2468",27053,8,1420,1390,1480
"2469",27053,9,1380,1350,1410
"2470",27053,10,1340,1320,1410
"2471",27053,11,1280,1240,1320
"2472",27053,12,1340,1270,1370
"2473",27109,1,160,140,170
"2474",27109,2,160,130,160
"2475",27109,3,170,160,180
"2476",27109,4,180,160,190
"2477",27109,5,180,170,200
"2478",27109,6,180,150,190
"2479",27109,7,190,160,200
"2480",27109,8,190,170,200
"2481",27109,9,170,160,190
"2482",27109,10,180,160,190
"2483",27109,11,160,150,180
"2484",27109,12,170,150,180
"2485",27123,1,600,580,620
"2486",27123,2,570,560,590
"2487",27123,3,640,630,670
"2488",27123,4,620,600,650
"2489",27123,5,670,640,680
"2490",27123,6,640,630,660
"2491",27123,7,670,630,680
"2492",27123,8,660,630,670
"2493",27123,9,640,620,640
"2494",27123,10,650,620,670
"2495",27123,11,600,570,610
"2496",27123,12,600,590,620
"2497",27137,1,160,150,170
"2498",27137,2,160,150,160
"2499",27137,3,180,170,190
"2500",27137,4,170,170,180
"2501",27137,5,180,170,190
"2502",27137,6,180,170,190
"2503",27137,7,180,170,200
"2504",27137,8,180,180,190
"2505",27137,9,170,170,180
"2506",27137,10,170,160,180
"2507",27137,11,160,160,170
"2508",27137,12,160,150,170
"2509",27145,1,140,120,150
"2510",27145,2,140,130,150
"2511",27145,3,160,150,160
"2512",27145,4,160,150,160
"2513",27145,5,160,150,180
"2514",27145,6,160,150,170
"2515",27145,7,160,150,180
"2516",27145,8,160,150,170
"2517",27145,9,160,140,170
"2518",27145,10,150,140,170
"2519",27145,11,140,130,150
"2520",27145,12,150,140,160
"2521",27163,1,230,210,230
"2522",27163,2,200,200,210
"2523",27163,3,240,240,250
"2524",27163,4,230,230,240
"2525",27163,5,250,240,260
"2526",27163,6,240,240,260
"2527",27163,7,260,250,270
"2528",27163,8,250,230,260
"2529",27163,9,240,230,250
"2530",27163,10,230,220,250
"2531",27163,11,220,210,230
"2532",27163,12,230,220,230
"2533",28047,1,240,230,250
"2534",28047,2,220,210,230
"2535",28047,3,240,220,240
"2536",28047,4,220,210,220
"2537",28047,5,230,220,240
"2538",28047,6,230,220,240
"2539",28047,7,240,230,260
"2540",28047,8,260,250,270
"2541",28047,9,240,240,250
"2542",28047,10,250,230,260
"2543",28047,11,230,220,240
"2544",28047,12,250,240,250
"2545",28049,1,320,300,340
"2546",28049,2,310,270,310
"2547",28049,3,320,300,340
"2548",28049,4,300,280,300
"2549",28049,5,300,270,320
"2550",28049,6,320,290,330
"2551",28049,7,330,300,350
"2552",28049,8,340,320,360
"2553",28049,9,320,310,360
"2554",28049,10,320,300,340
"2555",28049,11,320,300,330
"2556",28049,12,340,310,360
"2557",28059,1,150,140,160
"2558",28059,2,140,130,140
"2559",28059,3,150,140,160
"2560",28059,4,140,130,140
"2561",28059,5,140,140,160
"2562",28059,6,140,130,150
"2563",28059,7,160,150,170
"2564",28059,8,160,140,170
"2565",28059,9,150,140,160
"2566",28059,10,160,150,170
"2567",28059,11,140,130,160
"2568",28059,12,150,140,160
"2569",29019,1,160,140,160
"2570",29019,2,140,140,160
"2571",29019,3,160,140,170
"2572",29019,4,150,140,170
"2573",29019,5,170,150,180
"2574",29019,6,160,150,170
"2575",29019,7,170,160,190
"2576",29019,8,170,160,190
"2577",29019,9,170,150,180
"2578",29019,10,170,150,180
"2579",29019,11,150,140,170
"2580",29019,12,170,150,170
"2581",29047,1,240,220,250
"2582",29047,2,220,190,230
"2583",29047,3,260,240,270
"2584",29047,4,230,220,250
"2585",29047,5,250,240,270
"2586",29047,6,250,230,270
"2587",29047,7,260,230,270
"2588",29047,8,260,240,270
"2589",29047,9,270,240,280
"2590",29047,10,240,210,260
"2591",29047,11,230,210,250
"2592",29047,12,240,220,250
"2593",29077,1,270,260,280
"2594",29077,2,250,240,270
"2595",29077,3,280,260,290
"2596",29077,4,270,250,290
"2597",29077,5,280,260,290
"2598",29077,6,280,270,300
"2599",29077,7,300,280,310
"2600",29077,8,300,290,330
"2601",29077,9,290,270,310
"2602",29077,10,280,270,300
"2603",29077,11,260,240,290
"2604",29077,12,280,260,300
"2605",29095,1,820,790,860
"2606",29095,2,770,740,790
"2607",29095,3,850,800,870
"2608",29095,4,800,760,830
"2609",29095,5,830,800,860
"2610",29095,6,850,810,860
"2611",29095,7,870,860,890
"2612",29095,8,880,860,910
"2613",29095,9,870,820,900
"2614",29095,10,860,820,870
"2615",29095,11,790,760,810
"2616",29095,12,840,800,900
"2617",29099,1,210,210,220
"2618",29099,2,200,190,220
"2619",29099,3,220,220,240
"2620",29099,4,220,220,230
"2621",29099,5,230,220,250
"2622",29099,6,230,220,240
"2623",29099,7,250,220,260
"2624",29099,8,250,230,260
"2625",29099,9,240,240,260
"2626",29099,10,230,210,240
"2627",29099,11,220,210,220
"2628",29099,12,240,220,240
"2629",29183,1,340,330,350
"2630",29183,2,330,310,340
"2631",29183,3,370,350,380
"2632",29183,4,350,330,370
"2633",29183,5,380,350,390
"2634",29183,6,370,340,400
"2635",29183,7,400,360,420
"2636",29183,8,400,380,410
"2637",29183,9,390,370,410
"2638",29183,10,380,350,400
"2639",29183,11,330,320,360
"2640",29183,12,360,340,380
"2641",29189,1,980,950,1030
"2642",29189,2,950,920,980
"2643",29189,3,1040,980,1070
"2644",29189,4,980,960,1050
"2645",29189,5,1040,1010,1100
"2646",29189,6,1020,980,1070
"2647",29189,7,1040,1020,1120
"2648",29189,8,1060,1030,1100
"2649",29189,9,1070,1020,1090
"2650",29189,10,1020,990,1070
"2651",29189,11,950,930,1020
"2652",29189,12,1000,970,1010
"2653",29510,1,430,400,490
"2654",29510,2,410,380,430
"2655",29510,3,430,410,480
"2656",29510,4,420,400,430
"2657",29510,5,420,410,480
"2658",29510,6,440,410,470
"2659",29510,7,470,430,500
"2660",29510,8,450,420,480
"2661",29510,9,450,420,470
"2662",29510,10,440,410,460
"2663",29510,11,430,400,450
"2664",29510,12,450,420,460
"2665",30111,1,150,140,160
"2666",30111,2,140,130,150
"2667",30111,3,160,140,180
"2668",30111,4,150,140,170
"2669",30111,5,160,150,170
"2670",30111,6,160,160,170
"2671",30111,7,160,150,180
"2672",30111,8,160,150,170
"2673",30111,9,160,150,170
"2674",30111,10,150,140,160
"2675",30111,11,140,130,150
"2676",30111,12,150,140,170
"2677",31055,1,660,620,690
"2678",31055,2,630,560,640
"2679",31055,3,690,640,720
"2680",31055,4,670,620,690
"2681",31055,5,680,610,730
"2682",31055,6,690,650,740
"2683",31055,7,730,660,750
"2684",31055,8,710,670,760
"2685",31055,9,710,640,760
"2686",31055,10,690,630,740
"2687",31055,11,650,610,670
"2688",31055,12,680,630,700
"2689",31109,1,310,290,310
"2690",31109,2,300,290,320
"2691",31109,3,340,310,360
"2692",31109,4,320,300,330
"2693",31109,5,340,290,360
"2694",31109,6,340,320,350
"2695",31109,7,340,310,370
"2696",31109,8,350,300,360
"2697",31109,9,340,310,360
"2698",31109,10,320,300,350
"2699",31109,11,320,280,320
"2700",31109,12,330,310,340
"2701",31153,1,180,160,200
"2702",31153,2,180,160,190
"2703",31153,3,200,180,220
"2704",31153,4,200,170,220
"2705",31153,5,200,190,220
"2706",31153,6,200,180,220
"2707",31153,7,210,200,230
"2708",31153,8,210,190,230
"2709",31153,9,210,190,220
"2710",31153,10,190,170,220
"2711",31153,11,190,160,200
"2712",31153,12,200,180,210
"2713",32003,1,2120,1770,2230
"2714",32003,2,1960,1730,2020
"2715",32003,3,2150,1800,2250
"2716",32003,4,2040,1740,2140
"2717",32003,5,2160,1880,2260
"2718",32003,6,2090,1820,2210
"2719",32003,7,2210,1950,2380
"2720",32003,8,2320,1990,2450
"2721",32003,9,2250,1940,2390
"2722",32003,10,2240,1870,2360
"2723",32003,11,2130,1780,2240
"2724",32003,12,2160,1840,2350
"2725",32031,1,430,380,450
"2726",32031,2,390,380,420
"2727",32031,3,450,420,480
"2728",32031,4,430,420,470
"2729",32031,5,450,430,480
"2730",32031,6,460,440,460
"2731",32031,7,470,440,500
"2732",32031,8,470,440,510
"2733",32031,9,460,440,480
"2734",32031,10,440,420,460
"2735",32031,11,420,400,440
"2736",32031,12,430,420,450
"2737",33011,1,360,340,390
"2738",33011,2,360,340,380
"2739",33011,3,410,390,420
"2740",33011,4,400,370,420
"2741",33011,5,430,400,450
"2742",33011,6,420,410,440
"2743",33011,7,430,410,450
"2744",33011,8,430,410,460
"2745",33011,9,400,380,430
"2746",33011,10,400,380,420
"2747",33011,11,360,350,390
"2748",33011,12,370,350,390
"2749",33013,1,120,110,120
"2750",33013,2,110,100,120
"2751",33013,3,120,110,130
"2752",33013,4,130,120,130
"2753",33013,5,130,120,140
"2754",33013,6,130,120,140
"2755",33013,7,140,130,140
"2756",33013,8,120,120,140
"2757",33013,9,120,110,130
"2758",33013,10,120,120,140
"2759",33013,11,120,110,120
"2760",33013,12,120,110,120
"2761",33015,1,250,210,270
"2762",33015,2,230,200,250
"2763",33015,3,270,230,280
"2764",33015,4,270,230,280
"2765",33015,5,290,230,310
"2766",33015,6,260,230,280
"2767",33015,7,280,240,300
"2768",33015,8,280,260,300
"2769",33015,9,250,230,280
"2770",33015,10,260,230,280
"2771",33015,11,220,200,250
"2772",33015,12,240,210,250
"2773",33017,1,110,100,110
"2774",33017,2,100,90,110
"2775",33017,3,110,100,120
"2776",33017,4,100,100,120
"2777",33017,5,110,110,120
"2778",33017,6,110,110,120
"2779",33017,7,120,110,130
"2780",33017,8,120,110,130
"2781",33017,9,110,110,120
"2782",33017,10,100,100,120
"2783",33017,11,100,90,110
"2784",33017,12,110,100,110
"2785",34001,1,280,270,290
"2786",34001,2,270,250,280
"2787",34001,3,290,280,300
"2788",34001,4,280,260,300
"2789",34001,5,290,280,300
"2790",34001,6,300,280,320
"2791",34001,7,320,300,330
