"","County","M","median","low","high"
"960",12073,12,270,260,280
"961",12081,1,280,260,310
"962",12081,2,250,240,280
"963",12081,3,280,260,310
"964",12081,4,260,250,290
"965",12081,5,270,260,280
"966",12081,6,260,250,280
"967",12081,7,280,260,300
"968",12081,8,300,270,330
"969",12081,9,290,280,330
"970",12081,10,300,280,320
"971",12081,11,290,260,310
"972",12081,12,280,270,330
"973",12083,1,260,250,300
"974",12083,2,260,220,270
"975",12083,3,260,230,280
"976",12083,4,240,220,280
"977",12083,5,250,230,260
"978",12083,6,240,220,280
"979",12083,7,270,250,300
"980",12083,8,270,260,310
"981",12083,9,280,260,320
"982",12083,10,290,260,310
"983",12083,11,270,230,290
"984",12083,12,300,250,310
"985",12085,1,100,90,110
"986",12085,2,90,80,100
"987",12085,3,100,100,110
"988",12085,4,100,90,100
"989",12085,5,100,90,100
"990",12085,6,100,90,100
"991",12085,7,100,90,110
"992",12085,8,100,100,120
"993",12085,9,110,100,120
"994",12085,10,110,100,110
"995",12085,11,100,90,110
"996",12085,12,100,90,110
"997",12091,1,200,180,220
"998",12091,2,200,190,210
"999",12091,3,220,200,230
"1000",12091,4,210,200,220
"1001",12091,5,210,200,220
"1002",12091,6,210,190,230
"1003",12091,7,230,210,240
"1004",12091,8,230,220,240
"1005",12091,9,230,200,260
"1006",12091,10,220,200,240
"1007",12091,11,210,180,220
"1008",12091,12,220,200,230
"1009",12095,1,1260,1100,1370
"1010",12095,2,1170,1070,1210
"1011",12095,3,1240,1120,1340
"1012",12095,4,1200,1080,1280
"1013",12095,5,1230,1160,1290
"1014",12095,6,1220,1100,1260
"1015",12095,7,1310,1170,1390
"1016",12095,8,1350,1190,1440
"1017",12095,9,1350,1170,1420
"1018",12095,10,1300,1220,1410
"1019",12095,11,1290,1140,1340
"1020",12095,12,1340,1210,1410
"1021",12097,1,280,210,320
"1022",12097,2,270,190,290
"1023",12097,3,280,200,320
"1024",12097,4,270,190,280
"1025",12097,5,280,190,310
"1026",12097,6,300,220,330
"1027",12097,7,300,220,340
"1028",12097,8,310,220,360
"1029",12097,9,330,240,360
"1030",12097,10,300,220,330
"1031",12097,11,290,220,330
"1032",12097,12,320,200,350
"1033",12099,1,1190,1120,1240
"1034",12099,2,1070,1010,1120
"1035",12099,3,1150,1070,1200
"1036",12099,4,1090,1020,1180
"1037",12099,5,1150,1080,1190
"1038",12099,6,1100,1060,1180
"1039",12099,7,1160,1120,1280
"1040",12099,8,1260,1180,1320
"1041",12099,9,1240,1160,1330
"1042",12099,10,1230,1170,1280
"1043",12099,11,1170,1130,1210
"1044",12099,12,1270,1180,1300
"1045",12101,1,380,300,410
"1046",12101,2,320,290,370
"1047",12101,3,380,300,400
"1048",12101,4,350,300,400
"1049",12101,5,370,300,390
"1050",12101,6,370,300,400
"1051",12101,7,400,310,420
"1052",12101,8,410,320,430
"1053",12101,9,420,340,440
"1054",12101,10,400,320,420
"1055",12101,11,360,300,400
"1056",12101,12,400,320,410
"1057",12103,1,760,720,780
"1058",12103,2,700,660,730
"1059",12103,3,760,740,770
"1060",12103,4,730,690,750
"1061",12103,5,720,700,750
"1062",12103,6,720,700,740
"1063",12103,7,770,750,800
"1064",12103,8,800,750,830
"1065",12103,9,780,750,820
"1066",12103,10,800,760,840
"1067",12103,11,740,720,770
"1068",12103,12,770,740,800
"1069",12105,1,610,570,630
"1070",12105,2,560,510,590
"1071",12105,3,590,550,620
"1072",12105,4,550,520,600
"1073",12105,5,550,520,600
"1074",12105,6,580,540,590
"1075",12105,7,610,570,660
"1076",12105,8,630,610,670
"1077",12105,9,640,590,660
"1078",12105,10,640,600,670
"1079",12105,11,610,540,630
"1080",12105,12,630,600,670
"1081",12111,1,220,200,260
"1082",12111,2,220,180,230
"1083",12111,3,240,190,250
"1084",12111,4,230,180,240
"1085",12111,5,210,180,250
"1086",12111,6,230,160,240
"1087",12111,7,250,200,260
"1088",12111,8,260,200,270
"1089",12111,9,240,210,290
"1090",12111,10,240,200,270
"1091",12111,11,240,190,260
"1092",12111,12,240,200,270
"1093",12115,1,240,220,250
"1094",12115,2,220,200,230
"1095",12115,3,230,210,240
"1096",12115,4,230,210,240
"1097",12115,5,230,210,240
"1098",12115,6,230,210,250
"1099",12115,7,250,220,270
"1100",12115,8,260,240,270
"1101",12115,9,250,230,260
"1102",12115,10,250,230,270
"1103",12115,11,230,220,250
"1104",12115,12,240,240,250
"1105",12117,1,380,360,390
"1106",12117,2,350,340,370
"1107",12117,3,370,360,380
"1108",12117,4,360,350,370
"1109",12117,5,370,360,390
"1110",12117,6,370,350,380
"1111",12117,7,380,370,400
"1112",12117,8,400,400,420
"1113",12117,9,400,380,420
"1114",12117,10,390,380,400
"1115",12117,11,370,360,380
"1116",12117,12,380,370,400
"1117",12127,1,400,380,420
"1118",12127,2,360,340,390
"1119",12127,3,380,370,400
"1120",12127,4,360,360,390
"1121",12127,5,380,350,400
"1122",12127,6,380,350,400
"1123",12127,7,400,380,430
"1124",12127,8,430,410,460
"1125",12127,9,410,390,440
"1126",12127,10,400,400,430
"1127",12127,11,390,380,400
"1128",12127,12,410,390,430
"1129",13021,1,220,200,220
"1130",13021,2,190,180,210
"1131",13021,3,200,190,220
"1132",13021,4,200,180,200
"1133",13021,5,200,190,210
"1134",13021,6,200,190,220
"1135",13021,7,220,210,230
"1136",13021,8,230,220,240
"1137",13021,9,210,200,220
"1138",13021,10,220,210,220
"1139",13021,11,200,190,220
"1140",13021,12,220,210,230
"1141",13051,1,320,300,340
"1142",13051,2,290,270,310
"1143",13051,3,300,290,330
"1144",13051,4,300,270,300
"1145",13051,5,300,280,310
"1146",13051,6,310,280,330
"1147",13051,7,330,320,360
"1148",13051,8,340,320,360
"1149",13051,9,330,320,370
"1150",13051,10,330,300,350
"1151",13051,11,320,290,340
"1152",13051,12,320,320,340
"1153",13063,1,350,310,380
"1154",13063,2,310,290,350
"1155",13063,3,350,310,380
"1156",13063,4,320,280,360
"1157",13063,5,340,310,360
"1158",13063,6,330,310,370
"1159",13063,7,360,320,390
"1160",13063,8,370,350,420
"1161",13063,9,360,330,380
"1162",13063,10,340,310,380
"1163",13063,11,340,310,360
"1164",13063,12,360,330,390
"1165",13067,1,810,780,880
"1166",13067,2,780,700,810
"1167",13067,3,810,780,890
"1168",13067,4,800,740,850
"1169",13067,5,810,770,910
"1170",13067,6,800,740,840
"1171",13067,7,870,820,920
"1172",13067,8,880,830,900
"1173",13067,9,860,810,910
"1174",13067,10,860,790,910
"1175",13067,11,790,740,840
"1176",13067,12,830,790,890
"1177",13089,1,900,860,930
"1178",13089,2,840,790,880
"1179",13089,3,880,850,920
"1180",13089,4,850,830,880
"1181",13089,5,900,870,920
"1182",13089,6,890,860,910
"1183",13089,7,900,890,960
"1184",13089,8,960,920,990
"1185",13089,9,940,900,950
"1186",13089,10,940,900,960
"1187",13089,11,880,840,920
"1188",13089,12,930,900,960
"1189",13121,1,1130,1110,1160
"1190",13121,2,1060,1010,1090
"1191",13121,3,1130,1090,1180
"1192",13121,4,1060,1030,1080
"1193",13121,5,1100,1060,1160
"1194",13121,6,1080,1060,1160
"1195",13121,7,1180,1120,1190
"1196",13121,8,1210,1170,1250
"1197",13121,9,1160,1130,1190
"1198",13121,10,1150,1120,1210
"1199",13121,11,1120,1080,1170
"1200",13121,12,1170,1100,1210
"1201",13135,1,920,780,990
"1202",13135,2,860,760,960
"1203",13135,3,920,830,1020
"1204",13135,4,900,830,1000
"1205",13135,5,920,860,1010
"1206",13135,6,940,850,1000
"1207",13135,7,960,860,1100
"1208",13135,8,1020,920,1090
"1209",13135,9,970,880,1120
"1210",13135,10,950,920,1060
"1211",13135,11,930,850,1010
"1212",13135,12,980,870,1040
"1213",13215,1,260,240,280
"1214",13215,2,240,220,260
"1215",13215,3,260,240,270
"1216",13215,4,240,230,260
"1217",13215,5,260,250,270
"1218",13215,6,260,250,270
"1219",13215,7,260,250,280
"1220",13215,8,280,250,300
"1221",13215,9,280,270,290
"1222",13215,10,260,250,280
"1223",13215,11,250,240,270
"1224",13215,12,280,250,290
"1225",13245,1,280,260,280
"1226",13245,2,250,240,260
"1227",13245,3,270,260,280
"1228",13245,4,240,230,250
"1229",13245,5,260,240,270
"1230",13245,6,250,240,270
"1231",13245,7,280,270,300
"1232",13245,8,290,260,310
"1233",13245,9,280,260,280
"1234",13245,10,270,250,290
"1235",13245,11,250,240,280
"1236",13245,12,280,270,290
"1237",15001,1,190,180,210
"1238",15001,2,180,160,180
"1239",15001,3,200,190,210
"1240",15001,4,190,170,200
"1241",15001,5,200,190,210
"1242",15001,6,190,180,200
"1243",15001,7,190,180,200
"1244",15001,8,200,180,200
"1245",15001,9,210,200,210
"1246",15001,10,200,190,220
"1247",15001,11,190,180,200
"1248",15001,12,200,180,210
"1249",15003,1,1100,1080,1150
"1250",15003,2,1030,990,1070
"1251",15003,3,1110,1050,1140
"1252",15003,4,1070,1050,1080
"1253",15003,5,1100,1080,1130
"1254",15003,6,1090,1010,1130
"1255",15003,7,1130,1080,1150
"1256",15003,8,1130,1080,1200
"1257",15003,9,1180,1140,1200
"1258",15003,10,1150,1100,1190
"1259",15003,11,1090,1060,1120
"1260",15003,12,1120,1090,1150
"1261",15009,1,160,150,170
"1262",15009,2,150,140,160
"1263",15009,3,160,150,170
"1264",15009,4,160,140,160
"1265",15009,5,160,150,170
"1266",15009,6,160,150,170
"1267",15009,7,160,150,170
"1268",15009,8,160,140,180
"1269",15009,9,170,160,180
"1270",15009,10,170,150,180
"1271",15009,11,160,150,170
"1272",15009,12,160,160,180
"1273",16001,1,410,370,410
"1274",16001,2,380,350,390
"1275",16001,3,440,420,460
"1276",16001,4,420,390,440
"1277",16001,5,460,430,480
"1278",16001,6,420,390,450
"1279",16001,7,450,430,480
"1280",16001,8,440,400,460
"1281",16001,9,430,400,460
"1282",16001,10,440,380,450
"1283",16001,11,380,350,410
"1284",16001,12,380,370,420
"1285",17019,1,180,170,200
"1286",17019,2,180,170,190
"1287",17019,3,200,180,200
"1288",17019,4,200,180,200
"1289",17019,5,200,190,210
"1290",17019,6,200,200,210
"1291",17019,7,210,200,220
"1292",17019,8,200,190,210
"1293",17019,9,200,190,200
"1294",17019,10,200,190,210
"1295",17019,11,180,180,190
"1296",17019,12,190,180,200
"1297",17031,1,6510,5920,6910
"1298",17031,2,6190,5500,6450
"1299",17031,3,6680,6260,7130
"1300",17031,4,6480,5990,6620
"1301",17031,5,6850,6210,7130
"1302",17031,6,6830,6360,7150
"1303",17031,7,7210,6480,7610
"1304",17031,8,7040,6560,7400
"1305",17031,9,6740,6210,7180
"1306",17031,10,6690,6070,7110
"1307",17031,11,6390,5700,6630
"1308",17031,12,6470,6020,6910
"1309",17043,1,970,850,1040
"1310",17043,2,920,810,1000
"1311",17043,3,1010,910,1150
"1312",17043,4,1030,940,1070
"1313",17043,5,1120,940,1180
"1314",17043,6,1050,950,1120
"1315",17043,7,1110,1000,1180
"1316",17043,8,1080,980,1170
"1317",17043,9,1030,940,1150
"1318",17043,10,1040,920,1130
"1319",17043,11,970,860,1010
"1320",17043,12,950,880,1040
"1321",17089,1,570,560,670
"1322",17089,2,560,500,630
"1323",17089,3,620,590,680
"1324",17089,4,620,570,670
"1325",17089,5,650,600,710
"1326",17089,6,620,580,690
"1327",17089,7,660,640,740
"1328",17089,8,640,620,720
"1329",17089,9,660,590,710
"1330",17089,10,630,590,720
"1331",17089,11,570,540,650
"1332",17089,12,610,560,680
"1333",17097,1,800,690,830
"1334",17097,2,770,650,790
"1335",17097,3,850,710,890
"1336",17097,4,820,730,850
"1337",17097,5,850,710,900
"1338",17097,6,840,760,860
"1339",17097,7,880,760,920
"1340",17097,8,860,740,920
"1341",17097,9,830,740,880
"1342",17097,10,830,730,850
"1343",17097,11,770,670,830
"1344",17097,12,790,690,800
"1345",17099,1,100,100,110
"1346",17099,2,100,90,110
"1347",17099,3,110,110,120
"1348",17099,4,100,100,110
"1349",17099,5,110,110,120
"1350",17099,6,110,110,120
"1351",17099,7,120,100,130
"1352",17099,8,120,120,130
"1353",17099,9,120,110,120
"1354",17099,10,110,110,120
"1355",17099,11,100,100,110
"1356",17099,12,110,100,120
"1357",17111,1,310,260,320
"1358",17111,2,300,260,320
"1359",17111,3,330,290,360
"1360",17111,4,320,300,340
"1361",17111,5,360,300,360
"1362",17111,6,320,300,350
"1363",17111,7,350,330,380
"1364",17111,8,360,320,380
"1365",17111,9,340,310,350
"1366",17111,10,330,270,350
"1367",17111,11,290,260,320
"1368",17111,12,300,280,320
"1369",17113,1,160,160,180
"1370",17113,2,170,150,180
"1371",17113,3,180,160,180
"1372",17113,4,180,160,190
"1373",17113,5,180,170,190
"1374",17113,6,170,160,180
"1375",17113,7,190,180,200
"1376",17113,8,190,170,200
"1377",17113,9,170,160,180
"1378",17113,10,170,160,180
"1379",17113,11,160,150,180
"1380",17113,12,170,160,180
"1381",17115,1,120,110,120
"1382",17115,2,110,100,120
"1383",17115,3,130,110,130
"1384",17115,4,110,100,120
"1385",17115,5,120,110,140
"1386",17115,6,120,110,130
"1387",17115,7,120,120,130
"1388",17115,8,130,130,140
"1389",17115,9,120,120,130
"1390",17115,10,120,110,120
"1391",17115,11,110,100,120
"1392",17115,12,120,120,130
"1393",17119,1,260,250,270
"1394",17119,2,250,240,260
"1395",17119,3,280,260,290
"1396",17119,4,260,250,280
"1397",17119,5,280,270,290
"1398",17119,6,280,260,280
"1399",17119,7,300,280,310
"1400",17119,8,300,280,310
"1401",17119,9,280,260,300
"1402",17119,10,270,260,290
"1403",17119,11,270,250,270
"1404",17119,12,270,260,280
"1405",17143,1,210,200,230
"1406",17143,2,200,190,210
"1407",17143,3,220,220,230
"1408",17143,4,220,200,230
"1409",17143,5,220,220,230
"1410",17143,6,230,220,240
"1411",17143,7,240,230,250
"1412",17143,8,230,220,250
"1413",17143,9,220,210,240
"1414",17143,10,230,220,240
"1415",17143,11,200,200,230
"1416",17143,12,230,220,240
"1417",17161,1,160,140,160
"1418",17161,2,150,140,160
"1419",17161,3,160,150,170
"1420",17161,4,150,140,160
"1421",17161,5,160,150,160
"1422",17161,6,160,150,170
"1423",17161,7,180,170,190
"1424",17161,8,170,170,180
"1425",17161,9,160,160,170
"1426",17161,10,160,150,180
"1427",17161,11,160,150,160
"1428",17161,12,160,160,180
"1429",17163,1,300,290,320
"1430",17163,2,290,270,300
"1431",17163,3,300,290,320
"1432",17163,4,290,280,300
"1433",17163,5,310,290,320
"1434",17163,6,310,290,320
"1435",17163,7,330,320,340
"1436",17163,8,320,310,340
"1437",17163,9,310,300,330
"1438",17163,10,300,290,310
"1439",17163,11,300,290,310
"1440",17163,12,310,290,330
"1441",17167,1,200,190,210
"1442",17167,2,190,180,210
"1443",17167,3,210,190,220
"1444",17167,4,200,190,210
"1445",17167,5,210,200,220
"1446",17167,6,210,200,210
"1447",17167,7,230,210,230
"1448",17167,8,220,210,230
"1449",17167,9,220,210,220
"1450",17167,10,210,200,220
"1451",17167,11,190,180,200
"1452",17167,12,200,190,210
"1453",17179,1,120,120,130
"1454",17179,2,120,120,130
"1455",17179,3,130,120,150
"1456",17179,4,130,120,140
"1457",17179,5,130,120,140
"1458",17179,6,130,120,140
"1459",17179,7,140,130,140
"1460",17179,8,140,140,150
"1461",17179,9,140,140,150
"1462",17179,10,140,130,150
"1463",17179,11,130,130,130
"1464",17179,12,140,130,140
"1465",17197,1,640,580,710
"1466",17197,2,620,560,700
"1467",17197,3,710,640,800
"1468",17197,4,700,640,770
"1469",17197,5,720,660,820
"1470",17197,6,720,650,810
"1471",17197,7,730,700,830
"1472",17197,8,750,690,850
"1473",17197,9,720,680,810
"1474",17197,10,700,640,780
"1475",17197,11,650,610,720
"1476",17197,12,670,620,760
"1477",17201,1,320,300,340
"1478",17201,2,290,280,310
"1479",17201,3,330,320,350
"1480",17201,4,320,300,330
"1481",17201,5,320,310,330
"1482",17201,6,320,310,340
"1483",17201,7,350,330,370
"1484",17201,8,340,340,360
"1485",17201,9,340,320,350
"1486",17201,10,320,300,340
"1487",17201,11,310,300,320
"1488",17201,12,320,310,340
"1489",18003,1,430,410,430
"1490",18003,2,400,390,420
"1491",18003,3,440,430,460
"1492",18003,4,420,400,440
"1493",18003,5,440,440,450
"1494",18003,6,430,410,460
"1495",18003,7,470,450,490
"1496",18003,8,470,450,480
"1497",18003,9,450,440,460
"1498",18003,10,440,410,460
"1499",18003,11,410,400,430
"1500",18003,12,440,410,460
"1501",18035,1,110,100,120
"1502",18035,2,100,100,110
"1503",18035,3,110,100,120
"1504",18035,4,100,100,110
"1505",18035,5,110,110,120
"1506",18035,6,110,100,120
"1507",18035,7,120,110,130
"1508",18035,8,120,110,130
"1509",18035,9,110,100,120
"1510",18035,10,120,110,120
"1511",18035,11,110,100,120
"1512",18035,12,110,100,120
"1513",18039,1,250,240,270
"1514",18039,2,240,220,250
"1515",18039,3,250,240,280
"1516",18039,4,250,230,270
"1517",18039,5,260,250,280
"1518",18039,6,260,250,280
"1519",18039,7,280,260,290
"1520",18039,8,280,260,300
"1521",18039,9,260,250,280
"1522",18039,10,270,260,280
"1523",18039,11,250,240,260
"1524",18039,12,250,240,280
"1525",18057,1,280,240,300
"1526",18057,2,250,210,280
"1527",18057,3,320,250,330
"1528",18057,4,290,260,330
"1529",18057,5,320,280,330
"1530",18057,6,320,260,350
"1531",18057,7,320,280,350
"1532",18057,8,320,250,330
"1533",18057,9,310,270,330
"1534",18057,10,300,270,320
"1535",18057,11,270,250,300
"1536",18057,12,280,270,310
"1537",18089,1,570,540,580
"1538",18089,2,510,500,540
"1539",18089,3,570,540,600
"1540",18089,4,550,520,580
"1541",18089,5,570,530,610
"1542",18089,6,570,540,600
"1543",18089,7,600,550,620
"1544",18089,8,600,580,630
"1545",18089,9,570,540,600
"1546",18089,10,570,530,590
"1547",18089,11,540,520,560
"1548",18089,12,560,510,590
"1549",18091,1,110,110,120
"1550",18091,2,100,100,110
"1551",18091,3,110,110,120
"1552",18091,4,110,100,130
"1553",18091,5,110,100,120
"1554",18091,6,120,110,120
"1555",18091,7,120,110,130
"1556",18091,8,120,120,130
"1557",18091,9,110,110,120
"1558",18091,10,110,110,120
"1559",18091,11,110,100,120
"1560",18091,12,110,110,120
"1561",18095,1,130,120,130
"1562",18095,2,130,120,140
"1563",18095,3,140,130,140
"1564",18095,4,140,120,140
"1565",18095,5,140,130,150
"1566",18095,6,140,130,140
"1567",18095,7,140,130,150
"1568",18095,8,140,140,160
"1569",18095,9,140,130,150
"1570",18095,10,140,130,150
"1571",18095,11,130,120,130
"1572",18095,12,130,120,140
"1573",18097,1,1180,1150,1230
"1574",18097,2,1130,1080,1180
"1575",18097,3,1190,1180,1260
"1576",18097,4,1150,1120,1170
"1577",18097,5,1230,1190,1260
"1578",18097,6,1220,1200,1250
"1579",18097,7,1300,1250,1320
"1580",18097,8,1290,1240,1310
"1581",18097,9,1260,1220,1300
"1582",18097,10,1230,1190,1260
"1583",18097,11,1170,1110,1200
"1584",18097,12,1250,1200,1280
"1585",18105,1,100,100,110
"1586",18105,2,100,90,110
"1587",18105,3,110,100,110
"1588",18105,4,110,100,110
"1589",18105,5,120,110,120
"1590",18105,6,100,100,110
"1591",18105,7,110,100,110
"1592",18105,8,120,110,120
"1593",18105,9,110,100,110
"1594",18105,10,110,100,110
"1595",18105,11,100,100,110
"1596",18105,12,100,100,110
"1597",18127,1,140,140,150
"1598",18127,2,130,120,140
"1599",18127,3,150,140,160
"1600",18127,4,140,130,150
"1601",18127,5,160,150,160
"1602",18127,6,160,140,170
"1603",18127,7,160,150,170
"1604",18127,8,160,150,170
"1605",18127,9,160,150,170
"1606",18127,10,150,150,160
"1607",18127,11,140,130,150
"1608",18127,12,140,140,160
"1609",18141,1,290,290,310
"1610",18141,2,300,280,310
"1611",18141,3,320,310,330
"1612",18141,4,300,280,320
"1613",18141,5,320,300,330
"1614",18141,6,310,300,320
"1615",18141,7,330,290,350
"1616",18141,8,330,320,340
"1617",18141,9,320,300,330
"1618",18141,10,310,290,330
"1619",18141,11,300,280,310
"1620",18141,12,300,290,310
"1621",18157,1,170,150,180
"1622",18157,2,160,150,180
"1623",18157,3,180,160,200
"1624",18157,4,180,150,180
"1625",18157,5,180,160,200
"1626",18157,6,180,160,190
"1627",18157,7,180,160,200
"1628",18157,8,180,160,200
"1629",18157,9,180,170,200
"1630",18157,10,170,160,200
"1631",18157,11,160,150,170
"1632",18157,12,170,160,190
"1633",18163,1,190,180,200
"1634",18163,2,180,160,190
"1635",18163,3,190,170,200
"1636",18163,4,180,170,190
"1637",18163,5,190,180,200
"1638",18163,6,200,180,200
"1639",18163,7,210,200,240
"1640",18163,8,210,200,210
"1641",18163,9,200,190,200
"1642",18163,10,190,180,200
"1643",18163,11,180,170,190
"1644",18163,12,200,190,200
"1645",18167,1,110,100,110
"1646",18167,2,100,90,110
"1647",18167,3,120,100,120
"1648",18167,4,110,100,110
"1649",18167,5,110,100,120
"1650",18167,6,120,110,120
"1651",18167,7,120,110,120
"1652",18167,8,110,110,120
"1653",18167,9,120,110,130
"1654",18167,10,110,100,120
"1655",18167,11,110,100,110
"1656",18167,12,110,100,110
"1657",19013,1,120,120,140
"1658",19013,2,120,110,130
"1659",19013,3,140,140,150
"1660",19013,4,130,120,150
"1661",19013,5,140,130,150
"1662",19013,6,140,130,150
"1663",19013,7,140,140,150
"1664",19013,8,140,140,160
"1665",19013,9,150,140,150
"1666",19013,10,140,130,160
"1667",19013,11,140,130,140
"1668",19013,12,140,130,150
"1669",19113,1,220,210,230
"1670",19113,2,210,200,220
"1671",19113,3,230,220,250
"1672",19113,4,230,220,240
"1673",19113,5,230,220,250
"1674",19113,6,230,220,240
"1675",19113,7,240,230,250
"1676",19113,8,250,230,260
"1677",19113,9,240,230,250
"1678",19113,10,230,220,240
"1679",19113,11,210,200,220
"1680",19113,12,220,210,240
"1681",19153,1,510,480,530
"1682",19153,2,490,460,510
"1683",19153,3,540,510,560
"1684",19153,4,530,480,550
"1685",19153,5,540,510,570
"1686",19153,6,560,480,570
"1687",19153,7,580,540,600
"1688",19153,8,580,530,620
"1689",19153,9,550,520,570
"1690",19153,10,550,510,590
"1691",19153,11,510,470,530
"1692",19153,12,530,500,560
"1693",19163,1,180,180,190
"1694",19163,2,170,160,180
"1695",19163,3,200,180,200
"1696",19163,4,180,180,190
"1697",19163,5,190,180,200
"1698",19163,6,190,180,200
"1699",19163,7,200,190,210
"1700",19163,8,200,190,210
"1701",19163,9,190,190,200
"1702",19163,10,200,180,210
"1703",19163,11,180,170,190
"1704",19163,12,190,180,200
"1705",20091,1,570,540,600
"1706",20091,2,560,530,570
"1707",20091,3,630,570,670
"1708",20091,4,620,560,640
"1709",20091,5,620,580,630
"1710",20091,6,610,550,640
"1711",20091,7,640,580,670
"1712",20091,8,650,600,680
"1713",20091,9,630,580,660
"1714",20091,10,620,580,630
"1715",20091,11,570,540,600
"1716",20091,12,600,560,620
"1717",20173,1,620,600,660
"1718",20173,2,580,560,600
"1719",20173,3,640,610,660
"1720",20173,4,620,590,630
"1721",20173,5,630,610,660
"1722",20173,6,640,620,680
"1723",20173,7,670,640,690
"1724",20173,8,660,630,720
"1725",20173,9,660,650,680
"1726",20173,10,660,630,680
"1727",20173,11,620,580,630
"1728",20173,12,640,610,680
"1729",20177,1,200,180,200
"1730",20177,2,190,180,200
"1731",20177,3,210,190,220
"1732",20177,4,190,190,210
"1733",20177,5,200,190,220
"1734",20177,6,210,190,220
"1735",20177,7,220,210,230
"1736",20177,8,220,200,230
"1737",20177,9,210,190,220
"1738",20177,10,200,200,210
"1739",20177,11,200,180,210
"1740",20177,12,200,190,210
"1741",20209,1,230,230,240
"1742",20209,2,210,200,220
"1743",20209,3,230,210,250
"1744",20209,4,210,210,220
"1745",20209,5,220,210,240
"1746",20209,6,240,220,240
"1747",20209,7,250,240,260
"1748",20209,8,250,240,260
"1749",20209,9,240,230,250
"1750",20209,10,240,220,250
"1751",20209,11,230,220,240
"1752",20209,12,240,230,240
"1753",21067,1,310,270,320
"1754",21067,2,290,260,300
"1755",21067,3,340,310,340
"1756",21067,4,310,290,320
"1757",21067,5,330,290,340
"1758",21067,6,320,300,330
"1759",21067,7,340,310,350
"1760",21067,8,340,320,360
"1761",21067,9,340,290,350
"1762",21067,10,330,300,340
"1763",21067,11,300,280,320
"1764",21067,12,310,300,330
"1765",21111,1,800,780,840
"1766",21111,2,760,750,790
"1767",21111,3,830,820,850
"1768",21111,4,780,770,810
"1769",21111,5,840,820,870
"1770",21111,6,830,790,850
"1771",21111,7,880,860,920
"1772",21111,8,870,860,890
"1773",21111,9,850,820,900
"1774",21111,10,850,800,880
"1775",21111,11,800,770,820
"1776",21111,12,850,820,860
"1777",21117,1,190,180,200
"1778",21117,2,180,170,190
"1779",21117,3,200,180,210
"1780",21117,4,190,190,200
"1781",21117,5,200,180,220
"1782",21117,6,200,190,210
"1783",21117,7,210,200,220
"1784",21117,8,210,200,220
"1785",21117,9,210,190,210
"1786",21117,10,200,190,200
"1787",21117,11,190,180,200
"1788",21117,12,200,190,200
"1789",22017,1,320,310,330
"1790",22017,2,290,280,300
"1791",22017,3,300,290,310
"1792",22017,4,290,280,320
"1793",22017,5,290,280,310
"1794",22017,6,290,280,320
"1795",22017,7,330,320,340
"1796",22017,8,340,320,350
"1797",22017,9,320,310,330
"1798",22017,10,320,300,340
"1799",22017,11,310,300,320
"1800",22017,12,320,320,340
"1801",22019,1,240,220,250
"1802",22019,2,210,190,220
"1803",22019,3,220,210,230
"1804",22019,4,210,200,220
"1805",22019,5,230,210,230
"1806",22019,6,230,220,240
"1807",22019,7,240,230,250
"1808",22019,8,240,230,260
"1809",22019,9,260,240,260
"1810",22019,10,230,220,240
"1811",22019,11,230,220,230
"1812",22019,12,240,230,260
"1813",22033,1,520,490,520
"1814",22033,2,460,440,470
"1815",22033,3,500,490,510
"1816",22033,4,470,450,490
"1817",22033,5,480,460,510
"1818",22033,6,490,480,510
"1819",22033,7,530,520,540
"1820",22033,8,550,530,570
"1821",22033,9,540,530,560
"1822",22033,10,520,500,550
"1823",22033,11,500,480,520
"1824",22033,12,530,530,560
"1825",22051,1,520,490,540
"1826",22051,2,460,450,480
"1827",22051,3,500,460,520
"1828",22051,4,470,450,480
"1829",22051,5,480,460,510
"1830",22051,6,490,450,510
"1831",22051,7,530,500,560
"1832",22051,8,560,510,600
"1833",22051,9,560,550,570
"1834",22051,10,530,510,560
"1835",22051,11,520,480,540
"1836",22051,12,520,510,550
"1837",22055,1,250,240,260
"1838",22055,2,230,220,250
"1839",22055,3,240,230,260
"1840",22055,4,230,220,250
"1841",22055,5,240,230,250
"1842",22055,6,250,230,280
"1843",22055,7,260,250,280
"1844",22055,8,280,260,290
"1845",22055,9,280,260,300
"1846",22055,10,280,260,300
"1847",22055,11,250,240,260
"1848",22055,12,260,240,270
"1849",22071,1,560,400,630
"1850",22071,2,470,360,550
"1851",22071,3,520,390,620
"1852",22071,4,490,340,550
"1853",22071,5,520,370,580
"1854",22071,6,510,370,580
"1855",22071,7,520,390,660
"1856",22071,8,490,420,680
"1857",22071,9,440,390,640
"1858",22071,10,460,390,640
"1859",22071,11,420,390,640
"1860",22071,12,460,420,650
"1861",22073,1,190,180,200
"1862",22073,2,180,170,180
"1863",22073,3,180,170,190
"1864",22073,4,170,160,190
"1865",22073,5,180,170,190
"1866",22073,6,180,180,200
"1867",22073,7,200,180,210
"1868",22073,8,210,200,220
"1869",22073,9,200,190,220
"1870",22073,10,190,180,210
"1871",22073,11,190,180,200
"1872",22073,12,200,200,210
"1873",22079,1,150,140,160
"1874",22079,2,140,130,150
"1875",22079,3,150,150,160
"1876",22079,4,150,140,160
"1877",22079,5,150,140,150
